FIPS,State,County,UnempRate2018,UnempRate2017,UnempRate2016,UnempRate2015,UnempRate2014,UnempRate2010,UnempRate2007,PctEmpChange1018,PctEmpChange1718,PctEmpChange0718,PctEmpChange0710,PctEmpAgriculture,PctEmpMining,PctEmpConstruction,PctEmpManufacturing,PctEmpTrade,PctEmpTrans,PctEmpInformation,PctEmpFIRE,PctEmpServices,PctEmpGovt,NumCivEmployed,NumUnemployed2010,NumUnemployed2011,NumCivLaborForce2011,UnempRate2011,NumEmployed2011,NumEmployed2010,NumCivLaborForce2010,NumUnemployed2009,NumEmployed2009,NumCivLaborForce2009,UnempRate2008,NumCivLaborForce2012,NumEmployed2008,NumCivLaborForce2008,UnempRate2009,NumUnemployed2008,NumUnemployed2014,NumUnemployed2018,NumEmployed2018,NumCivLaborforce2018,NumUnemployed2017,NumEmployed2017,NumCivLaborforce2017,NumUnemployed2016,NumEmployed2016,NumCivLaborforce2016,NumCivLaborforce2015,NumEmployed2007,NumUnemployed2015,UnempRate2012,NumEmployed2014,NumCivLaborforce2014,UnempRate2013,NumUnemployed2013,NumEmployed2013,NumCivLaborforce2013,NumUnemployed2007,NumCivLaborforce2007,NumUnemployed2012,NumEmployed2012,NumEmployed2015
36039,NY,Greene,4.5,5.2,5.0,5.0,6.8,9.1,4.8,-1.48,1.99,-13.83,-12.54,1.259433255,0.40481783200000004,7.616572542,7.316707482000001,13.23904243,6.592033585,2.199010445,5.4475486029999995,46.34414513,9.58068869,20009.0,2004.0,2024.0,21576.0,9.4,19552.0,20097.0,22101.0,2003.0,22076.0,24079.0,5.9,21547.0,22938.0,24370.0,8.3,1432.0,1400.0,935.0,19800.0,20735.0,1064.0,19413.0,20477.0,1037.0,19503.0,20540.0,20714.0,22978.0,1167.0,9.9,19311.0,20711.0,8.8,1870.0,19483.0,21353.0,1146.0,24124.0,2141.0,19406.0,19547.0
36041,NY,Hamilton,6.8,7.4,6.5,6.0,7.5,9.8,4.7,-5.19,-0.14,-30.03,-26.2,0.10045203400000001,0.602712205,18.48317428,6.780512305,14.01305876,10.39678553,1.3058764440000001,1.9588146659999999,38.17177298,8.186840784,1991.0,246.0,241.0,2442.0,9.9,2201.0,2256.0,2502.0,226.0,2790.0,3016.0,6.2,2449.0,2887.0,3079.0,7.5,192.0,181.0,157.0,2139.0,2296.0,171.0,2142.0,2313.0,153.0,2208.0,2361.0,2433.0,3057.0,164.0,10.7,2248.0,2429.0,9.5,232.0,2198.0,2430.0,151.0,3208.0,262.0,2187.0,2269.0
36043,NY,Herkimer,4.9,5.7,5.5,6.0,6.8,8.6,4.9,-7.71,0.86,-9.64,-2.09,2.111692845,0.167539267,6.872600349,13.19720768,15.31239092,4.279232112,1.047120419,4.92495637,47.45549738,4.631762653,28650.0,2711.0,2675.0,30723.0,8.7,28048.0,28841.0,31552.0,2479.0,28694.0,31173.0,6.1,30538.0,29399.0,31311.0,8.0,1912.0,1958.0,1374.0,26616.0,27990.0,1593.0,26388.0,27981.0,1537.0,26601.0,28138.0,28408.0,29456.0,1770.0,8.8,26887.0,28845.0,7.8,2348.0,27656.0,30004.0,1518.0,30974.0,2677.0,27861.0,26638.0
36045,NY,Jefferson,5.6,6.5,6.2,6.0,7.6,9.3,5.5,-7.57,0.42,-7.31,0.28,2.005213555,0.06906846700000001,7.2343649039999995,5.910923958,15.58050932,3.805449725,1.410333534,4.596395072,47.307443799999994,12.08029766,44883.0,4672.0,4780.0,48934.0,9.8,44154.0,45638.0,50310.0,4374.0,45141.0,49515.0,6.8,48426.0,45913.0,49275.0,8.8,3362.0,3549.0,2510.0,42181.0,44691.0,2920.0,42006.0,44926.0,2847.0,42764.0,45611.0,46507.0,45510.0,3063.0,9.9,43045.0,46594.0,9.2,4462.0,43868.0,48330.0,2627.0,48137.0,4778.0,43648.0,43444.0
36047,NY,Kings,4.2,4.7,5.3,5.0,7.6,9.9,5.4,10.74,0.21,12.97,2.01,0.11379534599999999,0.016502788,5.074073708999999,3.5871807,11.90713117,6.345855748,4.38374812,7.435286081,57.43052408,3.7059022510000004,1217976.0,115521.0,111959.0,1170616.0,9.6,1058657.0,1047981.0,1163502.0,111185.0,1008638.0,1119823.0,6.0,1190125.0,1039579.0,1106224.0,9.9,66645.0,92557.0,51220.0,1160501.0,1211721.0,57238.0,1158095.0,1215333.0,64851.0,1152734.0,1217585.0,1214639.0,1027298.0,71694.0,9.8,1121072.0,1213629.0,9.4,113363.0,1098648.0,1212011.0,59125.0,1086423.0,116363.0,1073762.0,1142945.0
36049,NY,Lewis,5.5,6.6,6.7,6.0,7.9,9.1,5.4,-4.85,1.99,-6.6,-1.84,7.1633721910000006,0.21118432199999998,11.73340091,11.72495354,12.64571718,3.91958101,1.106605846,2.53421186,41.97499578,6.985977361000001,11838.0,1164.0,1196.0,12393.0,9.7,11197.0,11592.0,12756.0,1119.0,11636.0,12755.0,6.7,12269.0,11795.0,12637.0,8.8,842.0,932.0,647.0,11030.0,11677.0,768.0,10815.0,11583.0,787.0,10941.0,11728.0,11763.0,11809.0,813.0,10.0,10932.0,11864.0,9.5,1158.0,11087.0,12245.0,678.0,12487.0,1226.0,11043.0,10950.0
36051,NY,Livingston,4.3,5.0,4.9,5.0,5.8,8.1,4.9,-2.03,1.51,-3.84,-1.85,3.341272542,0.717931269,7.400476352999999,13.36168765,11.74889418,4.079618918,1.381422252,2.97720313,50.12929568,4.862198027,29390.0,2650.0,2447.0,32007.0,7.6,29560.0,30104.0,32754.0,2701.0,29442.0,32143.0,5.9,32147.0,30594.0,32529.0,8.4,1935.0,1794.0,1333.0,29494.0,30827.0,1536.0,29056.0,30592.0,1530.0,29471.0,31001.0,31238.0,30671.0,1641.0,7.8,29148.0,30942.0,7.0,2240.0,29640.0,31880.0,1579.0,32250.0,2522.0,29625.0,29597.0
36053,NY,Madison,4.8,5.5,5.3,5.0,6.4,8.3,4.7,-4.8,1.67,-9.39,-4.83,2.5297265159999998,0.101070155,6.397146254,10.59453032,12.95184304,4.354934602,1.83412604,4.583828775,52.61593341,4.03686088,33640.0,2955.0,2837.0,34733.0,8.2,31896.0,32631.0,35586.0,2914.0,33175.0,36089.0,5.7,34620.0,34410.0,36505.0,8.1,2095.0,2146.0,1564.0,31066.0,32630.0,1781.0,30557.0,32338.0,1719.0,30944.0,32663.0,32879.0,34286.0,1866.0,8.5,31271.0,33417.0,7.6,2618.0,31803.0,34421.0,1674.0,35960.0,2945.0,31675.0,31013.0
36055,NY,Monroe,4.3,4.9,4.7,5.0,5.8,8.0,4.4,-0.13,1.09,-2.57,-2.44,0.330017751,0.07693165,4.081998809,11.59112595,13.76125091,3.307245439,2.586588883,5.276478216,56.08969741,2.8986649780000002,367859.0,30405.0,28687.0,373786.0,7.7,345099.0,347846.0,378251.0,29451.0,345928.0,375379.0,5.5,376288.0,357407.0,378082.0,7.8,20675.0,21152.0,15459.0,347399.0,362858.0,17752.0,343641.0,361393.0,17029.0,345801.0,362830.0,365330.0,356559.0,18509.0,7.9,343276.0,364428.0,7.0,26133.0,348519.0,374652.0,16466.0,373025.0,29652.0,346636.0,346821.0
36057,NY,Montgomery,5.1,5.7,5.7,6.0,7.5,10.1,5.8,-1.05,0.35,-7.65,-6.67,1.821825469,0.368919657,6.863727455,13.63180907,16.13226453,5.292402988,1.088540718,4.4179267630000005,43.59172891,6.790854436,21956.0,2412.0,2398.0,23432.0,10.2,21034.0,21507.0,23919.0,2309.0,22118.0,24427.0,7.1,23451.0,23065.0,24820.0,9.5,1755.0,1665.0,1155.0,21281.0,22436.0,1282.0,21207.0,22489.0,1274.0,21008.0,22282.0,22263.0,23045.0,1460.0,10.4,20597.0,22262.0,9.2,2130.0,21049.0,23179.0,1431.0,24476.0,2440.0,21011.0,20803.0
36059,NY,Nassau,3.5,4.1,3.9,4.0,4.8,7.1,3.7,6.34,0.92,2.02,-4.07,0.113772481,0.008796841,5.60036243,4.530813136,13.40770574,5.196440798,2.97787741,10.18644905,53.18540956,4.792372552,682063.0,49317.0,46602.0,683283.0,6.8,636681.0,642118.0,691435.0,47805.0,645100.0,692905.0,4.7,693607.0,667509.0,700692.0,6.9,33183.0,32782.0,25027.0,682848.0,707875.0,28707.0,676616.0,705323.0,27311.0,671823.0,699134.0,697396.0,669351.0,29421.0,7.0,652794.0,685576.0,5.9,41191.0,655888.0,697079.0,25564.0,694915.0,48804.0,644803.0,667975.0
36061,NY,New York,3.7,4.1,4.6,4.0,6.1,8.6,4.3,9.91,0.2,0.87,-8.22,0.039056079,0.021293286,1.865313899,2.934722288,9.703118639,2.507863621,6.30490882,16.49711106,57.629891799999996,2.496720503,906389.0,75649.0,68949.0,882224.0,7.8,813275.0,805555.0,881204.0,78641.0,852963.0,931604.0,4.9,894987.0,885850.0,931595.0,8.4,45745.0,55422.0,33750.0,885351.0,919101.0,37683.0,883556.0,921239.0,41764.0,875013.0,916777.0,909876.0,877728.0,44302.0,8.0,849573.0,904995.0,7.5,67951.0,836910.0,904861.0,39838.0,917566.0,71861.0,823126.0,865574.0
36063,NY,Niagara,5.2,6.2,5.8,6.0,7.0,9.6,5.3,-3.62,0.84,-10.9,-7.55,0.797108625,0.084166749,5.868897911,13.89543519,14.6301614,5.094563818,1.227844341,6.266957124,48.08396871,4.050896128,100990.0,10380.0,9651.0,105602.0,9.1,95951.0,97467.0,107847.0,10534.0,103142.0,113676.0,6.7,105750.0,106367.0,114018.0,9.3,7651.0,7135.0,5197.0,93941.0,99138.0,6135.0,93157.0,99292.0,5834.0,94277.0,100111.0,101100.0,105428.0,6224.0,9.3,94377.0,101512.0,8.5,8893.0,96158.0,105051.0,5942.0,111370.0,9856.0,95894.0,94876.0
36065,NY,Oneida,4.4,5.0,4.8,5.0,6.1,7.6,4.3,-6.22,0.71,-7.59,-1.46,1.314037458,0.082613302,4.874184801,9.989406059,12.911973099999999,4.076237498999999,1.1701931209999998,7.269970551,51.24162933,7.069754784,102889.0,8564.0,8708.0,108979.0,8.0,100271.0,103684.0,112248.0,8157.0,102470.0,110627.0,5.4,108562.0,105296.0,111293.0,7.4,5997.0,6304.0,4498.0,97231.0,101729.0,5063.0,96547.0,101610.0,4913.0,96620.0,101533.0,102089.0,105220.0,5444.0,8.2,96844.0,103148.0,7.4,7970.0,99277.0,107247.0,4700.0,109920.0,8947.0,99615.0,96645.0
36067,NY,Onondaga,4.0,4.7,4.5,4.0,5.6,8.0,4.1,-2.76,1.34,-4.98,-2.27,0.6791901690000001,0.060481974,5.048676789,7.464371637,14.52149798,4.765083532,2.36058905,6.667353622,54.74380284,3.688952407,223207.0,19024.0,17948.0,232622.0,7.7,214674.0,217970.0,236994.0,17839.0,215790.0,233629.0,5.2,232973.0,223381.0,235592.0,7.6,12211.0,12504.0,8826.0,211945.0,220771.0,10237.0,209149.0,219386.0,9966.0,210943.0,220909.0,222409.0,223044.0,10958.0,7.9,212105.0,224609.0,6.8,15849.0,215866.0,231715.0,9478.0,232522.0,18349.0,214624.0,211451.0
36069,NY,Ontario,3.9,4.5,4.3,4.0,5.2,7.4,4.2,1.54,1.29,-1.66,-3.15,1.669179014,0.020221331999999998,5.470789367,14.10162138,14.86451708,2.972535755,1.906320085,4.630684952,50.37317548,3.99095555,54398.0,4192.0,3951.0,55756.0,7.1,51805.0,52176.0,56368.0,4130.0,52826.0,56956.0,5.2,56046.0,54042.0,56982.0,7.3,2940.0,2865.0,2172.0,52977.0,55149.0,2451.0,52303.0,54754.0,2371.0,52630.0,55001.0,55047.0,53872.0,2597.0,7.3,51895.0,54760.0,6.3,3514.0,52396.0,55910.0,2355.0,56227.0,4075.0,51971.0,52450.0
36071,NY,Orange,3.9,4.5,4.3,4.0,5.5,8.0,4.3,4.95,1.64,2.07,-2.75,0.718086628,0.052640612999999996,6.213881101,7.2048978660000005,17.14939635,6.2848314929999995,2.411741146,5.582765921,47.39715054,6.9846083420000005,174770.0,14465.0,13798.0,178868.0,7.7,165070.0,166830.0,181295.0,14115.0,166368.0,180483.0,5.4,179621.0,171776.0,181533.0,7.8,9757.0,9643.0,7155.0,175086.0,182241.0,8190.0,172256.0,180446.0,7719.0,170975.0,178694.0,177909.0,171540.0,8285.0,7.9,165754.0,175397.0,6.8,12228.0,166724.0,178952.0,7690.0,179230.0,14207.0,165414.0,169624.0
36073,NY,Orleans,4.9,5.9,5.7,6.0,7.7,9.6,5.8,-3.28,1.7,-8.74,-5.64,4.244548287,0.066755674,6.386292835,17.10614152,13.45683133,5.47952826,0.739875389,5.757676902999999,40.79327993,5.969069871,17976.0,1835.0,1737.0,18812.0,9.2,17075.0,17314.0,19149.0,1805.0,17571.0,19376.0,6.9,18873.0,18214.0,19574.0,9.3,1360.0,1383.0,870.0,16746.0,17616.0,1030.0,16466.0,17496.0,1013.0,16715.0,17728.0,17869.0,18349.0,1136.0,9.7,16659.0,18042.0,9.1,1701.0,17009.0,18710.0,1127.0,19476.0,1828.0,17045.0,16733.0
36075,NY,Oswego,5.5,6.5,6.5,7.0,8.1,10.6,5.6,-5.1,1.42,-10.97,-6.18,1.136982955,0.109000019,7.8611565279999995,11.62917442,15.48551991,7.244742627999999,1.4113623119999998,4.055552423,46.37387006,4.69263874,53211.0,6268.0,6242.0,57994.0,10.8,51752.0,52618.0,58886.0,5889.0,54139.0,60028.0,7.0,57942.0,56314.0,60525.0,9.8,4211.0,4450.0,2892.0,49932.0,52824.0,3399.0,49232.0,52631.0,3435.0,49800.0,53235.0,54006.0,56086.0,3875.0,11.0,50595.0,55045.0,9.9,5648.0,51569.0,57217.0,3329.0,59415.0,6357.0,51585.0,50131.0
36077,NY,Otsego,4.3,5.0,4.9,5.0,5.7,7.6,4.5,-8.56,1.37,-10.76,-2.4,2.7500437910000004,0.07356805,6.319845857000001,8.187073043,13.56454721,3.1634261689999996,1.3452443509999998,5.121737607,56.67542477,2.799089157,28545.0,2411.0,2425.0,31375.0,7.7,28950.0,29469.0,31880.0,2379.0,29261.0,31640.0,5.7,31460.0,29900.0,31703.0,7.5,1803.0,1713.0,1225.0,26945.0,28170.0,1400.0,26580.0,27980.0,1383.0,26787.0,28170.0,28695.0,30194.0,1546.0,7.9,28284.0,29997.0,6.8,2121.0,29012.0,31133.0,1428.0,31622.0,2472.0,28988.0,27149.0
36079,NY,Putnam,3.7,4.2,4.0,4.0,4.9,7.2,3.4,0.8,1.12,-8.53,-9.26,0.440366972,0.0,9.54901014,3.455335587,14.30999517,3.5557701589999997,3.19266055,8.907774022,51.10574602,5.483341381000001,51775.0,3787.0,3627.0,51607.0,7.0,47980.0,48807.0,52594.0,3682.0,51328.0,55010.0,4.4,51603.0,53581.0,56065.0,6.7,2484.0,2469.0,1886.0,49199.0,51085.0,2129.0,48655.0,50784.0,2014.0,48612.0,50626.0,50597.0,53787.0,2156.0,7.2,47786.0,50255.0,6.1,3120.0,48251.0,51371.0,1886.0,55673.0,3704.0,47899.0,48441.0
36081,NY,Queens,3.6,4.0,4.5,5.0,6.4,8.6,4.5,10.82,0.22,6.41,-3.98,0.127630184,0.01995863,6.874784985,3.973255436,12.55441572,8.16150383,2.641104448,7.99465669,53.51862762,4.134062465,1142363.0,95412.0,89671.0,1108920.0,8.1,1019249.0,1011049.0,1106461.0,94974.0,1034421.0,1129395.0,5.0,1124169.0,1064170.0,1120482.0,8.4,56312.0,73160.0,41766.0,1120459.0,1162225.0,46940.0,1118029.0,1164969.0,52743.0,1108791.0,1161534.0,1157052.0,1052959.0,58128.0,8.3,1075856.0,1149016.0,7.7,88426.0,1054708.0,1143134.0,49391.0,1102350.0,93148.0,1031021.0,1098924.0
36083,NY,Rensselaer,3.9,4.4,4.3,4.0,5.4,7.8,4.3,0.19,1.19,-1.76,-1.94,0.43371278,0.060893771,6.730625839,7.5644976889999995,12.29059999,5.274146244,1.8392404430000002,5.695431724,49.50415072,10.6067008,80468.0,6558.0,6287.0,82767.0,7.6,76480.0,78045.0,84603.0,6216.0,77680.0,83896.0,5.2,83602.0,79974.0,84331.0,7.4,4357.0,4363.0,3166.0,78192.0,81358.0,3580.0,77275.0,80855.0,3483.0,77981.0,81464.0,81555.0,79590.0,3789.0,7.7,76775.0,81138.0,6.7,5569.0,77929.0,83498.0,3538.0,83128.0,6476.0,77126.0,77766.0
36085,NY,Richmond,4.1,4.7,5.2,5.0,7.4,9.4,4.6,7.64,0.22,-7.56,-14.12,0.050882672999999996,0.015076348,7.368093737000001,2.350967949,11.50890682,7.081171997999999,2.4475507999999997,9.727070995,52.73659265,6.713686026,212253.0,20460.0,19850.0,216722.0,9.2,196872.0,196490.0,216950.0,20204.0,225883.0,246087.0,5.1,218237.0,231712.0,244150.0,8.2,12438.0,16359.0,9112.0,211509.0,220621.0,10315.0,211043.0,221358.0,11593.0,209784.0,221377.0,219485.0,228808.0,12821.0,9.5,203323.0,219682.0,9.0,19835.0,201233.0,221068.0,10981.0,239789.0,20654.0,197583.0,206664.0
