,Unnamed: 0,County,FIPS,County Centroid,year,CDC Week,Week Ending Date,Count,Disease_INFLUENZA_A,Disease_INFLUENZA_B,Disease_INFLUENZA_UNSPECIFIED,UnempRate,GDP,GDP_change,Population,flu,fluSymptoms,fever,cough,soreThroat,Target,VaxRate
9511,9511,NEW YORK,36061,"(40.7831, -73.9712)",2015,6,02/14/2015,120,111,3,6,4.0,629682050.0,2.4,1636713.0,0.010163442680776015,0.010782857142857144,0.30449218353508106,0.2891808886536459,0.32067853631395715,58.0,0.6890000000000001
9512,9512,NEW YORK,36061,"(40.7831, -73.9712)",2015,7,02/21/2015,92,83,3,6,4.0,629682050.0,2.4,1636713.0,0.006709460207231042,0.005451333333333334,0.29907325484505,0.2342212532440616,0.40125650469165774,42.0,0.6890000000000001
9513,9513,NEW YORK,36061,"(40.7831, -73.9712)",2015,8,02/28/2015,58,48,9,1,4.0,629682050.0,2.4,1636713.0,0.006193347883597885,0.005451333333333334,0.37468021228215065,0.2209634464566619,0.3157785247234213,42.0,0.6890000000000001
9514,9514,NEW YORK,36061,"(40.7831, -73.9712)",2015,9,03/07/2015,42,32,9,1,4.0,629682050.0,2.4,1636713.0,0.004803814704585538,0.004283190476190478,0.289267574358327,0.1737174440870193,0.37167495323768196,20.0,0.6890000000000001
9515,9515,NEW YORK,36061,"(40.7831, -73.9712)",2015,10,03/14/2015,42,32,9,1,4.0,629682050.0,2.4,1636713.0,0.003970094797178131,0.003594285714285715,0.43282617727359546,0.19685834320684426,0.3600601109490045,21.0,0.71
9516,9516,NEW YORK,36061,"(40.7831, -73.9712)",2015,11,03/21/2015,20,14,4,2,4.0,629682050.0,2.4,1636713.0,0.003215776785714286,0.002396190476190477,0.39764614815894905,0.1925997749660431,0.28910068384161497,24.0,0.71
9517,9517,NEW YORK,36061,"(40.7831, -73.9712)",2015,12,03/28/2015,21,9,12,0,4.0,629682050.0,2.4,1636713.0,0.003215776785714286,0.002426142857142857,0.33064066483300897,0.2048933776234501,0.3321118966918741,22.0,0.71
9518,9518,NEW YORK,36061,"(40.7831, -73.9712)",2015,13,04/04/2015,24,10,14,0,4.0,629682050.0,2.4,1636713.0,0.002223253086419754,0.0016773333333333336,0.3305546500918974,0.19685834320684426,0.3533452802508627,16.0,0.71
9519,9519,NEW YORK,36061,"(40.7831, -73.9712)",2015,14,04/11/2015,22,5,16,1,4.0,629682050.0,2.4,1636713.0,0.002540860670194004,0.0014377142857142854,0.2696562133848811,0.18504684261443355,0.3155063018572804,10.0,0.721
9520,9520,NEW YORK,36061,"(40.7831, -73.9712)",2015,15,04/17/2015,16,3,13,0,4.0,629682050.0,2.4,1636713.0,0.0019453464506172843,0.0010782857142857144,0.26974222812599274,0.14848743601887682,0.25489134366324434,13.0,0.721
9521,9521,NEW YORK,36061,"(40.7831, -73.9712)",2015,16,04/25/2015,10,0,10,0,4.0,629682050.0,2.4,1636713.0,0.0019453464506172843,0.0010782857142857144,0.26974222812599274,0.14848743601887682,0.25489134366324434,12.0,0.721
9522,9522,NEW YORK,36061,"(40.7831, -73.9712)",2015,17,05/02/2015,13,4,8,1,4.0,629682050.0,2.4,1636713.0,0.0009925236992945328,0.0005990476190476193,0.2743870241460194,0.14848743601887682,0.3265766984136761,8.0,0.721
9523,9523,NEW YORK,36061,"(40.7831, -73.9712)",2015,18,05/09/2015,12,1,11,0,4.0,629682050.0,2.4,1636713.0,0.0009925236992945328,0.00044928571428571435,0.28436473411496554,0.14856778636304288,0.3769379286497391,5.0,0.721
9524,9524,NEW YORK,36061,"(40.7831, -73.9712)",2015,19,05/16/2015,8,1,7,0,4.0,629682050.0,2.4,1636713.0,0.000635215167548501,0.0002695714285714286,0.2504749261169933,0.16616451173540975,0.3769379286497391,3.0,0.721
9525,9525,NEW YORK,36061,"(40.7831, -73.9712)",2015,20,05/23/2015,5,1,4,0,4.0,629682050.0,2.4,1636713.0,0.0011910284391534393,0.0004792380952380953,0.2279390639457528,0.14511272156390234,0.3832897955263596,1.0,0.721
9526,9526,NEW YORK,36061,"(40.7831, -73.9712)",2015,40,10/10/2015,3,3,0,0,4.0,629682050.0,2.4,1636713.0,0.012863107142857143,0.0016773333333333336,0.21469279381456569,0.19589413907685152,0.3210415001354783,2.0,0.40299999999999997
9527,9527,NEW YORK,36061,"(40.7831, -73.9712)",2015,41,10/17/2015,1,1,0,0,4.0,629682050.0,2.4,1636713.0,0.010163442680776015,0.0016773333333333336,0.20230667109449446,0.21308911272838807,0.2534394883771597,4.0,0.40299999999999997
9528,9528,NEW YORK,36061,"(40.7831, -73.9712)",2015,42,10/24/2015,2,2,0,0,4.0,629682050.0,2.4,1636713.0,0.010798657848324516,0.0021565714285714287,0.2275950049813064,0.2384798214848628,0.2894636476631361,4.0,0.40299999999999997
9529,9529,NEW YORK,36061,"(40.7831, -73.9712)",2015,43,10/31/2015,4,2,1,1,4.0,629682050.0,2.4,1636713.0,0.008337199074074075,0.002096666666666668,0.21073611572343184,0.2386405221731949,0.21786903386808465,2.0,0.40299999999999997
9530,9530,NEW YORK,36061,"(40.7831, -73.9712)",2015,44,11/07/2015,4,2,2,0,4.0,629682050.0,2.4,1636713.0,0.006193347883597885,0.0014676666666666668,0.21933758983459228,0.2209634464566619,0.2453635433483136,1.0,0.40299999999999997
9531,9531,NEW YORK,36061,"(40.7831, -73.9712)",2015,45,11/14/2015,2,2,0,0,4.0,629682050.0,2.4,1636713.0,0.005716936507936509,0.0012580000000000002,0.1899205483744235,0.27961919769788485,0.2642376620674146,6.0,0.532
9532,9532,NEW YORK,36061,"(40.7831, -73.9712)",2015,46,11/21/2015,1,0,1,0,4.0,629682050.0,2.4,1636713.0,0.003970094797178131,0.0012580000000000002,0.20213464161227127,0.26997715639795783,0.26931915556871105,4.0,0.532
9533,9533,NEW YORK,36061,"(40.7831, -73.9712)",2015,47,11/28/2015,6,2,2,2,4.0,629682050.0,2.4,1636713.0,0.003215776785714286,0.0014676666666666668,0.2275950049813064,0.2793781466653867,0.2894636476631362,4.0,0.532
9534,9534,NEW YORK,36061,"(40.7831, -73.9712)",2015,48,12/05/2015,4,4,0,0,4.0,629682050.0,2.4,1636713.0,0.003970094797178131,0.0016773333333333336,0.2598505328981582,0.27961919769788485,0.37022309795159736,2.0,0.532
9535,9535,NEW YORK,36061,"(40.7831, -73.9712)",2015,49,12/12/2015,4,1,1,2,4.0,629682050.0,2.4,1636713.0,0.0035730853174603173,0.0016773333333333336,0.22363832689017246,0.270218207430456,0.3715842122823017,1.0,0.593
9536,9536,NEW YORK,36061,"(40.7831, -73.9712)",2015,50,12/19/2015,2,1,0,1,4.0,629682050.0,2.4,1636713.0,0.0035730853174603173,0.001916952380952381,0.2993312990683848,0.2939215589594434,0.3658675320933432,95.0,0.593
9537,9537,NEW YORK,36061,"(40.7831, -73.9712)",2015,51,12/26/2015,1,1,0,0,4.0,629682050.0,2.4,1636713.0,0.0035730853174603173,0.0016773333333333336,0.2941704146016885,0.3599695418639437,0.4627788724394967,8.0,0.593
9538,9538,NEW YORK,36061,"(40.7831, -73.9712)",2015,53,01/03/2015,95,85,3,7,4.0,629682050.0,2.4,1636713.0,0.03692188161375662,0.04100480952380954,0.4034091358134266,0.4946367186862584,0.7680314463388039,10.0,0.665
9539,9539,NEW YORK,36061,"(40.7831, -73.9712)",2016,1,01/09/2016,8,6,2,0,4.6,-,-,1636261.0,0.003970094797178131,0.002426142857142857,0.2740429651815729,0.3606123446172722,0.5196734514629406,26.0,0.669
9540,9540,NEW YORK,36061,"(40.7831, -73.9712)",2016,2,01/16/2016,10,9,1,0,4.6,-,-,1636261.0,0.0035730853174603173,0.001916952380952381,0.2507329703403281,0.34470297647239256,0.3372841311485508,27.0,0.669
9541,9541,NEW YORK,36061,"(40.7831, -73.9712)",2016,3,01/23/2016,26,25,1,0,4.6,-,-,1636261.0,0.003573085317460318,0.0016773333333333336,0.28384864566829593,0.3136877436242938,0.3607860385920468,64.0,0.669
9542,9542,NEW YORK,36061,"(40.7831, -73.9712)",2016,4,01/30/2016,27,21,4,2,4.6,-,-,1636261.0,0.003215776785714286,0.0021565714285714287,0.3200608516762816,0.33948020410159874,0.29890070702268673,130.0,0.669
9543,9543,NEW YORK,36061,"(40.7831, -73.9712)",2016,5,02/06/2016,64,54,9,1,4.6,-,-,1636261.0,0.003970094797178131,0.002695714285714286,0.3413925074719596,0.28918088865364583,0.3769379286497391,203.0,0.669
9544,9544,NEW YORK,36061,"(40.7831, -73.9712)",2016,6,02/13/2016,130,109,12,9,4.6,-,-,1636261.0,0.005240525132275133,0.003624238095238096,0.3522303648520218,0.3290346593600111,0.40506762481763,264.0,0.6890000000000001
9545,9545,NEW YORK,36061,"(40.7831, -73.9712)",2016,7,02/20/2016,203,173,16,14,4.6,-,-,1636261.0,0.008932713293650795,0.005061952380952381,0.40951618243235055,0.4049657345969367,0.3653230863610615,305.0,0.6890000000000001
9546,9546,NEW YORK,36061,"(40.7831, -73.9712)",2016,8,02/27/2016,264,228,27,9,4.6,-,-,1636261.0,0.011433873015873015,0.008626285714285715,0.4081399465745649,0.323490485612553,0.4700381488699201,376.0,0.6890000000000001
9547,9547,NEW YORK,36061,"(40.7831, -73.9712)",2016,9,03/05/2016,305,272,32,1,4.6,-,-,1636261.0,0.011433873015873015,0.009165428571428573,0.4211281724824172,0.31818736289759314,0.3789342296681055,253.0,0.6890000000000001
9548,9548,NEW YORK,36061,"(40.7831, -73.9712)",2016,10,03/12/2016,376,305,49,22,4.6,-,-,1636261.0,0.014332042217813054,0.009584761904761908,0.5367319845364141,0.34470297647239256,0.4627788724394967,217.0,0.703
9549,9549,NEW YORK,36061,"(40.7831, -73.9712)",2016,11,03/19/2016,253,201,47,5,4.6,-,-,1636261.0,0.01214849007936508,0.008656238095238097,0.4211281724824172,0.29866222926524083,0.3890972166706984,160.0,0.703
9550,9550,NEW YORK,36061,"(40.7831, -73.9712)",2016,12,03/26/2016,217,118,96,3,4.6,-,-,1636261.0,0.008932713293650795,0.0062900000000000005,0.3466394066797675,0.2656382378129906,0.4620529447964544,139.0,0.703
9551,9551,NEW YORK,36061,"(40.7831, -73.9712)",2016,13,04/02/2016,160,86,72,2,4.6,-,-,1636261.0,0.006709460207231042,0.003953714285714286,0.3253077508840895,0.24747906003146136,0.3600601109490045,98.0,0.703
9552,9552,NEW YORK,36061,"(40.7831, -73.9712)",2016,14,04/09/2016,139,51,87,1,4.6,-,-,1636261.0,0.0043671042768959455,0.0021565714285714287,0.2943424440839117,0.22144554852165824,0.3600601109490045,115.0,0.705
9553,9553,NEW YORK,36061,"(40.7831, -73.9712)",2016,15,04/16/2016,98,32,61,5,4.6,-,-,1636261.0,0.003573085317460318,0.002426142857142857,0.27937587913049244,0.21718698028085712,0.3952676016365583,108.0,0.705
9554,9554,NEW YORK,36061,"(40.7831, -73.9712)",2016,16,04/23/2016,115,37,72,6,4.6,-,-,1636261.0,0.004803814704585538,0.001916952380952381,0.28436473411496554,0.17371744408701928,0.4001676132270941,70.0,0.705
9555,9555,NEW YORK,36061,"(40.7831, -73.9712)",2016,17,04/30/2016,108,29,77,2,4.6,-,-,1636261.0,0.002540860670194004,0.001916952380952381,0.24600215957918986,0.20441127555845376,0.3647786406287797,37.0,0.705
9556,9556,NEW YORK,36061,"(40.7831, -73.9712)",2016,18,05/07/2016,70,15,50,5,4.6,-,-,1636261.0,0.002540860670194004,0.000748809523809524,0.23249784522466785,0.19637624114184787,0.3368304263716493,30.0,0.706
9557,9557,NEW YORK,36061,"(40.7831, -73.9712)",2016,19,05/14/2016,37,4,30,3,4.6,-,-,1636261.0,0.002540860670194004,0.0012580000000000002,0.26389322573040364,0.1663252124237419,0.5025234108960652,2.0,0.706
9558,9558,NEW YORK,36061,"(40.7831, -73.9712)",2016,20,05/21/2016,30,7,20,3,4.6,-,-,1636261.0,0.002540860670194004,0.000748809523809524,0.2275950049813064,0.18882330879023834,0.3773008924712602,1.0,0.706
9559,9559,NEW YORK,36061,"(40.7831, -73.9712)",2016,40,10/08/2016,2,1,0,1,4.6,-,-,1636261.0,0.010798657848324516,0.0014676666666666668,0.228111093427976,0.2289984808732677,0.4257565626443369,1.0,0.425
9560,9560,NEW YORK,36061,"(40.7831, -73.9712)",2016,41,10/15/2016,1,0,1,0,4.6,-,-,1636261.0,0.010163442680776015,0.001916952380952381,0.1938772264655573,0.22570411676245936,0.3157785247234213,2.0,0.425
9561,9561,NEW YORK,36061,"(40.7831, -73.9712)",2016,42,10/22/2016,1,0,1,0,4.6,-,-,1636261.0,0.008932713293650795,0.0010782857142857144,0.2057472607389588,0.20392917349345746,0.263148770602851,1.0,0.425
9562,9562,NEW YORK,36061,"(40.7831, -73.9712)",2016,43,10/29/2016,2,1,1,0,4.6,-,-,1636261.0,0.007781385802469137,0.0014676666666666668,0.20179058264782493,0.24297944075816205,0.2793006606605433,5.0,0.425
9563,9563,NEW YORK,36061,"(40.7831, -73.9712)",2016,44,11/05/2016,1,1,0,0,4.6,-,-,1636261.0,0.006709460207231042,0.001887,0.2064353786678516,0.22570411676245936,0.28420067225107914,6.0,0.425
9564,9564,NEW YORK,36061,"(40.7831, -73.9712)",2016,45,11/12/2016,5,4,1,0,4.6,-,-,1636261.0,0.004764113756613757,0.0014377142857142859,0.17805051410102202,0.2386405221731949,0.2597006142983999,7.0,0.54
9565,9565,NEW YORK,36061,"(40.7831, -73.9712)",2016,46,11/19/2016,6,4,2,0,4.6,-,-,1636261.0,0.004803814704585538,0.0012580000000000002,0.1980919487800259,0.29408225964777546,0.3051618329439269,14.0,0.54
9566,9566,NEW YORK,36061,"(40.7831, -73.9712)",2016,47,11/26/2016,7,6,1,0,4.6,-,-,1636261.0,0.0035730853174603173,0.0014676666666666668,0.18596387028328965,0.2793781466653867,0.28855623810933323,20.0,0.54
9567,9567,NEW YORK,36061,"(40.7831, -73.9712)",2016,48,12/03/2016,14,11,2,1,4.6,-,-,1636261.0,0.0043671042768959455,0.0021565714285714287,0.21882150138792272,0.2839581162828521,0.3431822932482699,34.0,0.54
9568,9568,NEW YORK,36061,"(40.7831, -73.9712)",2016,49,12/10/2016,20,17,3,0,4.6,-,-,1636261.0,0.005240525132275133,0.0021565714285714287,0.21933758983459228,0.3085453215976661,0.2736747214269651,98.0,0.585
9569,9569,NEW YORK,36061,"(40.7831, -73.9712)",2016,50,12/17/2016,34,28,4,2,4.6,-,-,1636261.0,0.005716936507936509,0.001916952380952381,0.2507329703403281,0.2889398376211477,0.3319304147811135,8.0,0.585
9570,9570,NEW YORK,36061,"(40.7831, -73.9712)",2016,51,12/24/2016,98,84,4,10,4.6,-,-,1636261.0,0.007781385802469137,0.003294761904761905,0.2938263556372421,0.3880921623220644,0.4319269476101969,153.0,0.585
9571,9571,NEW YORK,36061,"(40.7831, -73.9712)",2016,52,01/02/2016,8,5,3,0,4.6,-,-,1636261.0,0.0043671042768959455,0.0021565714285714287,0.309309009037331,0.3937166864136885,0.5878199089535412,191.0,0.585
9572,9572,NEW YORK,36061,"(40.7831, -73.9712)",2016,52,12/31/2016,153,133,6,14,4.6,-,-,1636261.0,0.017508118055555556,0.008985714285714288,0.3501660110653432,0.4888514939063022,0.5519772315783251,194.0,0.585
9573,9573,NEW YORK,36061,"(40.7831, -73.9712)",2017,1,01/07/2017,191,177,9,5,4.1,-,-,1629780.0,0.017468417107583782,0.0062900000000000005,0.3918831605044717,0.4825841670613496,0.4965345078409658,222.0,0.631
9574,9574,NEW YORK,36061,"(40.7831, -73.9712)",2017,2,01/14/2017,194,160,14,20,4.1,-,-,1629780.0,0.01584067824074074,0.007637857142857145,0.3672829445465526,0.4047246835644386,0.3542526898046657,262.0,0.631
9575,9575,NEW YORK,36061,"(40.7831, -73.9712)",2017,3,01/21/2017,222,200,6,16,4.1,-,-,1629780.0,0.018341837962962963,0.011322,0.4273212338424528,0.451890335589915,0.44989365677549503,246.0,0.631
9576,9576,NEW YORK,36061,"(40.7831, -73.9712)",2017,4,01/28/2017,262,228,17,17,4.1,-,-,1629780.0,0.01667439814814815,0.011951,0.39764614815894905,0.4223214089368055,0.3769379286497391,286.0,0.631
9577,9577,NEW YORK,36061,"(40.7831, -73.9712)",2017,5,02/04/2017,246,199,22,25,4.1,-,-,1629780.0,0.018341837962962963,0.008626285714285715,0.4838329187527772,0.410750959376893,0.4638677639040602,219.0,0.631
9578,9578,NEW YORK,36061,"(40.7831, -73.9712)",2017,6,02/11/2017,286,238,26,22,4.1,-,-,1629780.0,0.01921525881834216,0.01258,0.43953532708030063,0.35530922190231234,0.4319269476101969,182.0,0.6559999999999999
9579,9579,NEW YORK,36061,"(40.7831, -73.9712)",2017,7,02/18/2017,219,171,38,10,4.1,-,-,1629780.0,0.014292341269841273,0.011381904761904763,0.40951618243235055,0.27937814666538663,0.42575656264433703,115.0,0.6559999999999999
9580,9580,NEW YORK,36061,"(40.7831, -73.9712)",2017,8,02/25/2017,182,144,34,4,4.1,-,-,1629780.0,0.010123741732804234,0.0062900000000000005,0.3413925074719596,0.3037243009477025,0.4073361487021374,64.0,0.6559999999999999
9581,9581,NEW YORK,36061,"(40.7831, -73.9712)",2017,9,03/04/2017,115,69,41,5,4.1,-,-,1629780.0,0.005716936507936509,0.002695714285714286,0.24161540778249802,0.22144554852165824,0.2597006142983999,64.0,0.6559999999999999
9582,9582,NEW YORK,36061,"(40.7831, -73.9712)",2017,10,03/11/2017,64,38,25,1,4.1,-,-,1629780.0,0.006193347883597884,0.002995238095238096,0.27455905362824257,0.21308911272838807,0.3832897955263596,86.0,0.662
9583,9583,NEW YORK,36061,"(40.7831, -73.9712)",2017,11,03/18/2017,64,32,28,4,4.1,-,-,1629780.0,0.003215776785714286,0.0016773333333333336,0.24600215957918986,0.2204813443916656,0.2789376968390221,90.0,0.662
9584,9584,NEW YORK,36061,"(40.7831, -73.9712)",2017,12,03/25/2017,86,31,51,4,4.1,-,-,1629780.0,0.0043671042768959455,0.0021565714285714287,0.4030650768489802,0.20473267693511804,0.2896451295738968,109.0,0.662
9585,9585,NEW YORK,36061,"(40.7831, -73.9712)",2017,13,04/01/2017,90,17,68,5,4.1,-,-,1629780.0,0.004803814704585538,0.002426142857142857,0.3688312098865615,0.2844402183478484,0.37022309795159736,103.0,0.662
9586,9586,NEW YORK,36061,"(40.7831, -73.9712)",2017,14,04/08/2017,109,20,84,5,4.1,-,-,1629780.0,0.005716936507936509,0.002695714285714286,0.37468021228215065,0.2747981770479213,0.4968067307071067,89.0,0.672
9587,9587,NEW YORK,36061,"(40.7831, -73.9712)",2017,15,04/15/2017,103,10,92,1,4.1,-,-,1629780.0,0.0043671042768959455,0.0016773333333333336,0.31429786402180404,0.2891808886536459,0.5444457322817607,48.0,0.672
9588,9588,NEW YORK,36061,"(40.7831, -73.9712)",2017,16,04/22/2017,89,10,74,5,4.1,-,-,1629780.0,0.002540860670194004,0.0010782857142857144,0.28436473411496554,0.2342212532440616,0.35978788808286355,33.0,0.672
9589,9589,NEW YORK,36061,"(40.7831, -73.9712)",2017,17,04/29/2017,48,4,43,1,4.1,-,-,1629780.0,0.0016674398148148152,0.000748809523809524,0.25546378110146634,0.1925997749660431,0.3479915638834254,14.0,0.672
9590,9590,NEW YORK,36061,"(40.7831, -73.9712)",2017,18,05/06/2017,33,4,28,1,4.1,-,-,1629780.0,0.0016674398148148152,0.0005990476190476193,0.28926757435832706,0.2244185112558024,0.41069356405120827,14.0,0.6809999999999999
9591,9591,NEW YORK,36061,"(40.7831, -73.9712)",2017,19,05/13/2017,14,1,13,0,4.1,-,-,1629780.0,0.0014292341269841276,0.0005990476190476193,0.29907325484505,0.2386405221731949,0.5380031244497601,3.0,0.6809999999999999
9592,9592,NEW YORK,36061,"(40.7831, -73.9712)",2017,20,05/20/2017,14,0,12,2,4.1,-,-,1629780.0,0.0009925236992945328,0.0004792380952380953,0.2504749261169933,0.2299626850032605,0.5792902591477935,1.0,0.6809999999999999
9593,9593,NEW YORK,36061,"(40.7831, -73.9712)",2017,40,10/07/2017,3,3,0,0,4.1,-,-,1629780.0,0.010798657848324516,0.0010782857142857144,0.22372434163128413,0.24747906003146136,0.3542526898046657,6.0,0.40700000000000003
9594,9594,NEW YORK,36061,"(40.7831, -73.9712)",2017,41,10/14/2017,1,0,1,0,4.1,-,-,1629780.0,0.009528227513227516,0.0014676666666666668,0.2415293930413864,0.2518983289605945,0.3431822932482699,7.0,0.40700000000000003
9595,9595,NEW YORK,36061,"(40.7831, -73.9712)",2017,42,10/21/2017,6,3,3,0,4.1,-,-,1629780.0,0.010798657848324516,0.002396190476190477,0.25546378110146634,0.2603351150980308,0.3319304147811135,12.0,0.40700000000000003
9596,9596,NEW YORK,36061,"(40.7831, -73.9712)",2017,43,10/28/2017,7,4,2,1,4.1,-,-,1629780.0,0.008337199074074075,0.001887,0.2693981691615463,0.2889398376211477,0.2545283798417232,7.0,0.40700000000000003
9597,9597,NEW YORK,36061,"(40.7831, -73.9712)",2017,44,11/04/2017,12,9,3,0,4.1,-,-,1629780.0,0.008337199074074075,0.0014676666666666668,0.246174189061413,0.3659154673322321,0.3051618329439269,11.0,0.40700000000000003
9598,9598,NEW YORK,36061,"(40.7831, -73.9712)",2017,45,11/11/2017,7,5,1,1,4.1,-,-,1629780.0,0.008932713293650795,0.002426142857142857,0.260108577121493,0.36607616802056425,0.40724540774675705,17.0,0.528
9599,9599,NEW YORK,36061,"(40.7831, -73.9712)",2017,46,11/18/2017,11,7,4,0,4.1,-,-,1629780.0,0.008932713293650795,0.002396190476190477,0.2794618938716041,0.4516492845574169,0.4695844440930186,18.0,0.528
9600,9600,NEW YORK,36061,"(40.7831, -73.9712)",2017,47,11/25/2017,17,10,5,2,4.1,-,-,1629780.0,0.005716936507936509,0.002426142857142857,0.26440931417707325,0.4816199629313568,0.4073361487021374,36.0,0.528
9601,9601,NEW YORK,36061,"(40.7831, -73.9712)",2017,48,12/02/2017,18,10,8,0,4.1,-,-,1629780.0,0.007781385802469137,0.002995238095238096,0.28436473411496554,0.4763971905605631,0.4769344614788225,42.0,0.528
9602,9602,NEW YORK,36061,"(40.7831, -73.9712)",2017,49,12/09/2017,36,22,13,1,4.1,-,-,1629780.0,0.01214849007936508,0.005451333333333333,0.2994173138094964,0.46402323755899,0.5519772315783252,88.0,0.602
9603,9603,NEW YORK,36061,"(40.7831, -73.9712)",2017,50,12/16/2017,42,20,20,2,4.1,-,-,1629780.0,0.012863107142857143,0.005061952380952381,0.3468114361619907,0.4637821865264918,0.5379123834943796,139.0,0.602
9604,9604,NEW YORK,36061,"(40.7831, -73.9712)",2017,51,12/23/2017,88,53,30,5,4.1,-,-,1629780.0,0.014332042217813054,0.010183809523809524,0.3690032393687847,0.5597204974607661,0.6242977730164191,196.0,0.602
9605,9605,NEW YORK,36061,"(40.7831, -73.9712)",2017,52,12/30/2017,139,83,46,10,4.1,-,-,1629780.0,0.02286774603174604,0.015155904761904763,0.44555635895811296,0.7022620080113546,0.8529649805747587,395.0,0.602
9606,9606,NEW YORK,36061,"(40.7831, -73.9712)",2018,1,01/06/2018,196,117,71,8,3.7,-,-,1628701.0,0.02580561618165785,0.021715476190476188,0.5098953853095933,0.7248404547220171,0.6947127543915268,453.0,0.6459999999999999
9607,9607,NEW YORK,36061,"(40.7831, -73.9712)",2018,2,01/13/2018,395,247,129,19,3.7,-,-,1628701.0,0.07003247222222223,0.04552761904761905,0.4646516314848893,0.6291431948202411,0.5380031244497601,518.0,0.6459999999999999
9608,9608,NEW YORK,36061,"(40.7831, -73.9712)",2018,3,01/20/2018,453,284,142,27,3.7,-,-,1628701.0,0.22026085934744272,0.15087014285714284,0.5852442985233592,0.5737014573456604,0.4968067307071067,900.0,0.6459999999999999
9609,9609,NEW YORK,36061,"(40.7831, -73.9712)",2018,4,01/27/2018,518,298,182,38,3.7,-,-,1628701.0,0.32515076388888897,0.21835285714285715,0.6580127695037769,0.6080914046487337,0.5734828380034548,703.0,0.6459999999999999
9610,9610,NEW YORK,36061,"(40.7831, -73.9712)",2018,5,02/03/2018,900,493,384,23,3.7,-,-,1628701.0,0.3970094797178131,0.2875428571428572,0.7519408667976494,0.6357319230418579,0.6247514777933204,1049.0,0.6459999999999999
9611,9611,NEW YORK,36061,"(40.7831, -73.9712)",2018,6,02/10/2018,703,363,302,38,3.7,-,-,1628701.0,0.3581422516534391,0.26711533333333337,0.8601474111160483,0.6873168439964676,0.6556034026226202,602.0,0.6679999999999999
9612,9612,NEW YORK,36061,"(40.7831, -73.9712)",2018,7,02/17/2018,1049,471,541,37,3.7,-,-,1628701.0,0.3318999250440917,0.2635809523809524,0.7438554811331586,0.5798080835022809,0.5449901780140425,257.0,0.6679999999999999
9613,9613,NEW YORK,36061,"(40.7831, -73.9712)",2018,8,02/24/2018,602,277,310,15,3.7,-,-,1628701.0,0.11314770171957675,0.09366109523809524,0.5436131638253425,0.4578362610582035,0.44989365677549503,165.0,0.6679999999999999
9614,9614,NEW YORK,36061,"(40.7831, -73.9712)",2018,9,03/03/2018,257,100,151,6,3.7,-,-,1628701.0,0.03692188161375662,0.030641285714285718,0.34130649273084795,0.30388500163603466,0.341367474140664,117.0,0.6679999999999999
9615,9615,NEW YORK,36061,"(40.7831, -73.9712)",2018,10,03/10/2018,165,65,97,3,3.7,-,-,1628701.0,0.0150863602292769,0.010243714285714288,0.3468114361619907,0.2796191976978849,0.475845570014259,117.0,0.693
9616,9616,NEW YORK,36061,"(40.7831, -73.9712)",2018,11,03/17/2018,117,44,69,4,3.7,-,-,1628701.0,0.009528227513227516,0.00814704761904762,0.26019459186260463,0.20441127555845373,0.3747601457206121,92.0,0.693
9617,9617,NEW YORK,36061,"(40.7831, -73.9712)",2018,12,03/24/2018,117,40,75,2,3.7,-,-,1628701.0,0.008337199074074075,0.003294761904761905,0.3576492935420529,0.2256237664182933,0.41922321385695577,124.0,0.693
9618,9618,NEW YORK,36061,"(40.7831, -73.9712)",2018,13,03/31/2018,92,32,58,2,3.7,-,-,1628701.0,0.008893012345679015,0.005061952380952381,0.30887893533177296,0.2429794407581621,0.3994416855840519,54.0,0.693
9619,9619,NEW YORK,36061,"(40.7831, -73.9712)",2018,14,04/07/2018,124,47,75,2,3.7,-,-,1628701.0,0.006669759259259261,0.003953714285714286,0.3148139524684737,0.27495887773625344,0.4636862819932996,49.0,0.7090000000000001
9620,9620,NEW YORK,36061,"(40.7831, -73.9712)",2018,15,04/14/2018,54,20,32,2,3.7,-,-,1628701.0,0.0043671042768959455,0.0021565714285714287,0.2786877612015996,0.25197867930476064,0.4072454077467571,27.0,0.7090000000000001
9621,9621,NEW YORK,36061,"(40.7831, -73.9712)",2018,16,04/21/2018,49,19,30,0,3.7,-,-,1628701.0,0.003573085317460318,0.0021565714285714287,0.25546378110146634,0.2473183593431292,0.35978788808286355,24.0,0.7090000000000001
9622,9622,NEW YORK,36061,"(40.7831, -73.9712)",2018,17,04/28/2018,27,9,18,0,3.7,-,-,1628701.0,0.002858468253968255,0.0014676666666666668,0.2794618938716041,0.24177418559567115,0.4446306813634379,16.0,0.7090000000000001
9623,9623,NEW YORK,36061,"(40.7831, -73.9712)",2018,18,05/05/2018,24,7,17,0,3.7,-,-,1628701.0,0.002540860670194004,0.0016773333333333336,0.34104844850751315,0.22144554852165824,0.4380973325760568,5.0,0.715
9624,9624,NEW YORK,36061,"(40.7831, -73.9712)",2018,19,05/12/2018,16,6,10,0,3.7,-,-,1628701.0,0.0019453464506172843,0.0014377142857142859,0.3576492935420529,0.29408225964777546,0.4566084874736367,6.0,0.715
9625,9625,NEW YORK,36061,"(40.7831, -73.9712)",2018,20,05/19/2018,5,3,2,0,3.7,-,-,1628701.0,0.0019453464506172843,0.000748809523809524,0.309309009037331,0.2429794407581621,0.4069731848806162,5.0,0.715
