FIPS,State,County,PopChangeRate1718,PopChangeRate1018,TotalPopEst2018,NetMigrationRate1018,NaturalChangeRate1018,Net_International_Migration_Rate_2010_2018,PopChangeRate0010,NetMigrationRate0010,NaturalChangeRate0010,Immigration_Rate_2000_2010,PopDensity2010,Under18Pct2010,Age65AndOlderPct2010,WhiteNonHispanicPct2010,BlackNonHispanicPct2010,AsianNonHispanicPct2010,NativeAmericanNonHispanicPct2010,HispanicPct2010,MultipleRacePct2010,NonHispanicWhitePopChangeRate0010,NonHispanicBlackPopChangeRate0010,NonHispanicAsianPopChangeRate0010,NonHispanicNativeAmericanPopChangeRate0010,HispanicPopChangeRate0010,MultipleRacePopChangeRate0010,WhiteNonHispanicNum2010,BlackNonHispanicNum2010,AsianNonHispanicNum2010,NativeAmericanNonHispanicNum2010,HispanicNum2010,MultipleRaceNum2010,ForeignBornPct,ForeignBornEuropePct,ForeignBornMexPct,NonEnglishHHPct,Ed1LessThanHSPct,Ed2HSDiplomaOnlyPct,Ed3SomeCollegePct,Ed4AssocDegreePct,Ed5CollegePlusPct,AvgHHSize,FemaleHHPct,HH65PlusAlonePct,OwnHomePct,Ed5CollegePlusNum,Ed3SomeCollegeNum,Ed2HSDiplomaOnlyNum,Ed1LessThanHSNum,TotalPop25Plus,ForeignBornAfricaPct,TotalPopACS,TotalOccHU,ForeignBornAsiaPct,Ed4AssocDegreeNum,ForeignBornNum,HH65PlusAloneNum,OwnHomeNum,FemaleHHNum,TotalHH,NonEnglishHHNum,ForeignBornCentralSouthAmPct,ForeignBornCentralSouthAmNum,ForeignBornCaribPct,ForeignBornCaribNum,ForeignBornAfricaNum,ForeignBornAsiaNum,ForeignBornMexNum,ForeignBornEuropeNum,Age65AndOlderNum2010,TotalPop2010,LandAreaSQMiles2010,Under18Num2010,Net_International_Migration_2000_2010,NaturalChangeNum0010,NetMigrationNum0010,TotalPopEst2012,TotalPopEst2013,TotalPopEst2010,TotalPopEst2014,TotalPopEst2011,Net_International_Migration_2010_2018,NaturalChange1018,TotalPopEst2015,TotalPopEst2016,TotalPopEst2017,NetMigration1018,TotalPopEstBase2010
36039,NY,Greene,0.04,-3.35,47491.0,-1.57,-1.78,1.1,2.13,3.5,-1.56,0.44700537700000004,76.06,19.26,17.3,87.07,5.29,0.78,0.25,4.91,1.72,0.51,3.49,50.39,2.52,16.58,29.82,42857,2606,382,122,2419,849,6.059718357,3.084262727,0.228076416,0.759967263,14.10486188,36.49113823,15.71505789,11.66111917,22.02782282,2.6,8.330410382,16.61989945,75.76289021,7743,5524,12827,4958,35151,0.07951287900000001,47791,17106,0.924860329,4099,2896.0,2843,12960,1425,17106,130,1.100625641,526.0,0.65493503,313.0,38.0,442.0,109.0,1474.0,8514,49221,647.16,9482,214.5,-746.5,1677.5,48582,48304,49136,47962,48850,541.0,-873.0,47634,47525,47474,-772.0,49215
36041,NY,Hamilton,-1.05,-8.6,4434.0,-3.46,-5.13,-0.1,-10.09,-3.93,-4.61,-0.037195462,2.82,16.44,23.37,96.44,0.68,0.5,0.23,1.05,1.1,-10.7,37.5,200.0,-21.43,-10.53,43.24,4664,33,24,11,51,53,2.841153681,2.432199742,0.021523892000000003,0.273972603,12.236403999999999,32.04772475,23.50166482,12.1809101,20.03329634,4.13,7.5799086760000005,18.63013699,84.65753425,722,847,1155,441,3604,0.021523892000000003,4646,1095,0.27981059,439,132.0,204,927,83,1095,3,0.021523892000000003,1.0,0.021523892000000003,1.0,1.0,13.0,1.0,113.0,1130,4836,1717.37,795,-2.0,-248.0,-211.5,4802,4766,4851,4700,4826,-5.0,-249.0,4699,4557,4481,-168.0,4841
36043,NY,Herkimer,-0.6,-4.08,61833.0,-3.64,-0.44,0.27,0.14,-2.36,-0.29,0.24592326,45.71,22.16,16.83,95.62,0.99,0.5,0.21,1.61,1.21,-1.56,109.84,27.45,13.22,79.31,43.99,61690,640,325,137,1040,779,2.545159907,1.490237199,0.023831085,0.385119308,10.18668001,36.47195252,19.188703699999998,13.44277951,20.70988426,2.45,10.33866677,13.28066066,71.67586453,9108,8439,16040,4480,43979,0.130276599,62943,25187,0.422604579,5912,1602.0,3345,18053,2604,25187,97,0.104856775,66.0,0.154107685,97.0,82.0,266.0,15.0,938.0,10856,64519,1411.47,14298,158.5,-189.5,-1521.0,64222,63881,64461,63384,64373,172.0,-282.0,62654,62446,62209,-2346.0,64461
36045,NY,Jefferson,-1.16,-4.15,111755.0,-12.28,8.13,2.53,4.02,-6.06,7.82,-0.784953931,91.62,25.5,11.17,85.76,4.71,1.26,0.43,5.29,2.78,2.35,-12.5,45.38,0.0,31.34,59.02,99682,5475,1464,500,6143,3236,3.6648451110000004,0.775519658,0.381754699,0.738323381,9.738658777000001,33.57440281,22.98789174,12.25893053,21.44011615,2.54,10.64898394,8.774244318,55.5756145,15653,16783,24512,7110,73008,0.163854264,116567,43206,1.09036005,8950,4272.0,3791,24012,4601,43206,319,0.81927132,955.0,0.254789091,297.0,191.0,1271.0,445.0,904.0,12981,116229,1268.59,29633,-877.5,8745.5,-6780.0,120261,118515,116594,118005,117769,2946.0,9480.0,116403,113015,113063,-14319.0,116234
36047,NY,Kings,-0.52,2.91,2582830.0,-5.06,7.97,4.92,1.6,-10.26,9.24,8.646168676,35369.24,23.73,11.48,35.67,31.9,10.39,0.19,19.81,3.05,4.54,-5.84,41.15,3.2,1.72,-27.53,893306,799066,260129,4638,496285,76304,36.86752904,7.158191218,1.976531628,15.40866988,19.30555982,25.72647686,13.57908297,6.220341967,35.16853838,2.75,18.61790081,10.2466522,30.03779177,629290,242978,460338,345445,1789355,1.2264711940000002,2635121,944650,10.40354504,111304,971504.0,96795,283752,175874,944650,145558,6.66796705,175709.0,11.04211154,290973.0,32319.0,274146.0,52084.0,188627.0,287633,2504700,70.82,594378,213301.5,228056.0,-253028.0,2568876,2588501,2509877,2602680,2540822,123436.0,199921.0,2610607,2611232,2596385,-126968.0,2504717
36049,NY,Lewis,-0.49,-2.33,26447.0,-4.65,2.32,0.58,0.53,-5.62,3.4,-0.079662085,21.25,24.75,15.05,96.82,0.63,0.27,0.16,1.32,0.88,-0.52,70.0,14.29,-41.33,107.56,50.63,26225,170,72,44,357,238,1.4863103000000002,0.260756193,0.12292792,0.22469714699999999,10.13450961,45.94020585,15.43320808,12.23111692,16.26095954,2.59,8.245408363,10.00390778,78.02852677,2986,2834,8436,1861,18363,0.052151239,26845,10236,0.279381635,2246,399.0,1024,7987,844,10236,23,0.599739244,161.0,0.052151239,14.0,14.0,75.0,33.0,70.0,4076,27087,1274.68,6703,-21.5,917.5,-1516.0,27195,27100,27078,27091,27023,158.0,627.0,26830,26652,26576,-1258.0,27090
36051,NY,Livingston,-0.37,-3.08,63227.0,-2.99,-0.1,0.89,1.66,-4.11,1.96,0.214821111,103.51,20.21,13.74,92.21,2.28,1.19,0.24,2.76,1.45,0.92,-18.79,59.51,0.64,23.51,41.98,60296,1491,780,158,1802,947,3.560498967,0.854395476,0.307582371,0.527996071,10.91836974,33.37547112,19.19142262,12.84032118,23.67441534,2.38,10.9119188,13.04846103,73.21545514,10113,8198,14257,4664,42717,0.16155841699999998,64373,24432,1.466453327,5485,2292.0,3188,17888,2666,24432,129,0.657107794,423.0,0.20971525300000002,135.0,104.0,944.0,198.0,550.0,8985,65393,631.76,13217,139.0,1269.0,-2661.5,64793,64620,65239,64586,64844,581.0,-64.0,64318,63942,63461,-1948.0,65207
36053,NY,Madison,-0.05,-3.6,70795.0,-4.06,0.45,0.25,5.76,-1.43,2.38,0.355651548,112.15,21.79,13.94,93.84,1.72,0.78,0.64,1.79,1.3,3.53,44.83,49.61,42.9,79.29,65.17,68916,1260,576,473,1316,958,2.427536232,0.7162764770000001,0.0,0.224274908,8.919026557999999,34.35344918,17.64940156,12.02968118,27.04844153,2.53,10.04295435,12.0006082,75.96837344,12904,8420,16389,4255,47707,0.133779264,71760,26307,0.869565217,5739,1742.0,3157,19985,2642,26307,59,0.21739130399999998,156.0,0.18115942,130.0,96.0,624.0,0.0,514.0,10239,73442,654.84,16005,247.0,1655.5,-991.0,72413,72457,73440,72204,72879,184.0,333.0,71672,71291,70831,-2978.0,73451
36055,NY,Monroe,0.01,-0.28,742474.0,-2.08,1.8,2.33,1.22,-3.17,3.35,1.8193345140000001,1132.59,22.66,13.92,72.82,14.44,3.23,0.21,7.26,2.57,-4.36,9.45,35.17,-3.4,38.24,33.75,542034,107448,24023,1589,54005,19109,8.54584068,2.45872736,0.135037666,3.301208668,9.70156714,24.25509394,17.27107896,11.7218939,37.05036606,2.4,13.85609126,12.22412278,63.82148182,189018,88111,123741,49494,510165,0.6949564570000001,748680,300496,3.21232035,59801,63981.0,36733,191781,41637,300496,9920,0.625100176,4680.0,1.156568895,8659.0,5203.0,24050.0,1011.0,18408.0,103594,744344,657.21,168699,13444.5,24787.5,-23416.5,747350,748326,744594,747425,746711,17328.0,13403.0,745376,743531,742436,-15523.0,744399
36057,NY,Montgomery,0.49,-1.68,49455.0,-1.78,0.1,2.29,1.03,-1.44,-0.36,0.474750529,124.6,23.5,16.59,85.09,1.42,0.71,0.21,11.26,1.95,-5.22,55.8,36.4,10.75,64.7,55.47,42732,712,356,103,5654,981,3.4343434339999996,1.264646465,0.10101010099999999,2.609137056,14.83326496,35.26929614,19.28734689,13.56150736,17.04858466,2.46,13.95431472,14.01015228,68.85786802,5818,6582,12036,5062,34126,0.072727273,49500,19700,0.648484848,4628,1700.0,2760,13565,2749,19700,514,0.656565657,325.0,0.646464646,320.0,36.0,321.0,50.0,626.0,8329,50219,403.04,11801,235.5,-181.0,-713.5,49822,49738,50300,49673,49901,1151.0,50.0,49579,49206,49216,-895.0,50258
36059,NY,Nassau,0.05,1.24,1358343.0,-0.66,1.9,1.8,0.37,-4.76,3.27,2.458867386,4704.8,23.26,15.28,65.49,10.55,7.58,0.1,14.58,2.38,-11.11,8.81,61.86,5.19,46.57,12.77,877309,141305,101558,1379,195355,31908,21.98098556,3.282005533,0.317298684,5.70298287,9.005797323,23.27544498,15.4798282,7.878056751,44.36087274,3.02,11.40326387,11.03851073,80.60188771,418103,145898,219372,84880,942504,0.517582015,1363069,444136,6.804497791,74251,299616.0,49026,357982,50646,444136,25329,6.952179237,94763.0,4.228032477,57631.0,7055.0,92750.0,4325.0,44736.0,204681,1339532,284.72,311580,32868.0,43730.5,-63690.0,1349723,1352399,1341687,1355029,1346176,24173.0,25499.0,1355319,1356463,1357664,-8843.0,1339885
36061,NY,New York,-0.07,2.51,1628701.0,-1.45,3.96,5.76,3.17,-2.38,6.17,7.786584895,69468.42,14.78,13.5,48.02,12.95,11.2,0.14,25.45,3.99,8.19,-12.51,23.96,-13.02,-3.41,-0.55,761493,205340,177624,2144,403577,63323,28.86895458,5.421503534,1.204684508,9.554094772000001,13.19086009,12.43764578,9.844202815,3.838978602,60.68831271,2.1,11.15890525,13.81508416,24.05936612,764149,123952,156607,166091,1259137,1.356932831,1653877,758345,8.826049337,48338,477457.0,104766,182453,84623,758345,72453,4.242637149,70168.0,7.897866649,130621.0,22442.0,145972.0,19924.0,89665.0,214153,1585873,22.83,234435,119956.0,95068.5,-36641.5,1624039,1627806,1588759,1630946,1608215,91566.0,62971.0,1636713,1636261,1629780,-23029.0,1586360
36063,NY,Niagara,-0.21,-2.79,210433.0,-2.01,-0.78,0.53,-1.54,-1.93,0.17,0.64770968,414.41,21.48,15.89,87.27,6.7,0.83,0.99,2.17,2.16,-4.48,8.65,44.79,6.96,61.14,75.52,188907,14511,1807,2135,4694,4667,3.976489949,1.285529564,0.07429176,0.8342994840000001,9.028451449,34.68724668,20.22896706,12.55398599,23.50134882,2.37,12.49857919,13.79776762,71.48150674,35370,30445,52205,13588,150502,0.10814623300000001,212675,87978,0.80451393,18894,8457.0,12139,62888,10996,87978,734,0.392617844,835.0,0.463147996,985.0,230.0,1711.0,158.0,2734.0,34388,216469,522.36,46490,1422.5,377.0,-4247.0,214713,214110,216479,213322,215709,1145.0,-1698.0,212366,211534,210866,-4348.0,216485
36065,NY,Oneida,-0.24,-2.21,229577.0,-2.4,0.2,2.04,-0.25,-1.42,0.31,2.274331692,193.73,21.87,16.25,84.83,5.83,2.78,0.21,4.61,2.07,-4.48,5.76,141.47,2.25,43.39,35.78,199254,13682,6522,499,10819,4865,7.526988172,2.610147897,0.119660474,3.047351667,11.92868801,33.36543332,18.96733931,11.84489454,23.89364483,2.43,13.13666107,13.52020515,66.61840127,38210,30332,53357,19076,159917,0.419242093,232324,90472,3.318210775,18942,17487.0,12232,60271,11885,90472,2757,0.43301596,1006.0,0.560424235,1302.0,974.0,7709.0,278.0,6064.0,38168,234878,1212.43,51377,5348.0,724.5,-3330.5,233766,233356,234763,232626,234203,4790.0,459.0,231234,230348,230127,-5645.0,234869
36067,NY,Onondaga,0.0,-1.22,461809.0,-2.97,1.74,2.42,1.9,-3.29,3.41,1.812638363,599.99,22.97,14.04,79.23,10.43,3.08,0.73,4.03,2.79,-3.53,16.58,51.07,-7.77,68.49,44.16,370040,48696,14370,3432,18829,13022,7.589555861,1.7384090030000001,0.037847281,2.237946621,9.208784473,25.53165273,18.0997305,12.16379738,34.99603492,2.41,13.14840723,12.31704692,64.89776152,110767,57288,80811,29147,316513,0.7911578490000001,467669,185840,3.4244305269999997,38500,35494.0,22890,120606,24435,185840,4159,0.495435875,2317.0,0.8078363120000001,3778.0,3700.0,16015.0,177.0,8130.0,65578,467026,778.39,107255,8302.5,15635.5,-15071.5,467034,468181,467527,467342,467571,11337.0,8151.0,466233,464033,461791,-13869.0,467064
36069,NY,Ontario,0.23,1.57,109864.0,1.78,-0.21,0.99,7.69,4.55,2.08,0.745709548,167.58,22.51,15.39,91.84,2.06,1.03,0.23,3.41,1.67,5.25,16.91,64.59,31.89,71.2,42.44,99119,2226,1111,244,3679,1799,3.9099104039999997,1.063101077,0.340667269,1.23562764,6.764544097000001,28.14652801,17.85499123,13.55659167,33.677345,2.39,10.21708193,13.6528948,73.16406515,25714,13633,21491,5165,76354,0.115077952,109491,44269,1.197358687,10351,4281.0,6044,32389,4523,44269,547,0.785452686,860.0,0.270341855,296.0,126.0,1311.0,373.0,1164.0,16612,107931,644.07,24300,746.5,2080.5,4557.0,108600,109043,108164,109334,108581,1069.0,-222.0,109285,109267,109609,1922.0,108090
36071,NY,Orange,0.57,2.28,381951.0,-2.43,4.71,0.89,9.21,5.09,7.94,1.632438202,459.31,27.23,10.99,68.2,9.09,2.33,0.24,18.02,3.13,-3.97,32.57,71.84,13.78,69.07,53.75,254259,33895,8685,908,67185,11682,10.79370872,2.115428348,1.674097109,3.3172544680000002,10.18686031,29.60943576,20.45440367,10.22678594,29.52251432,2.9,11.89387949,9.699509726,68.36074648,70986,49182,71195,24494,240447,0.345608106,378174,126460,2.026315929,24590,40819.0,12266,86449,15041,126460,4195,4.170566988,15772.0,1.847826662,6988.0,1307.0,7663.0,6331.0,8000.0,40985,372813,811.69,101529,5597.5,27240.5,17456.0,373814,374539,373453,375181,374125,3313.0,17573.0,376152,378047,379803,-9075.0,372829
36073,NY,Orleans,-0.36,-5.21,40612.0,-5.13,-0.08,0.29,-2.92,-6.36,1.78,0.337271945,109.6,22.25,14.41,87.82,5.52,0.4,0.46,4.1,1.94,-2.32,-22.28,26.28,10.56,2.21,55.14,37658,2368,173,199,1757,830,3.381108119,0.637264332,1.067718353,1.029974096,13.08914624,39.40883383,21.71088069,9.914489631,15.87664961,2.38,13.22930801,11.55791291,75.0339213,4716,6449,11706,3888,29704,0.125048095,41584,16214,0.74547903,2945,1406.0,1874,12166,2145,16214,167,1.144671027,476.0,0.538668719,224.0,52.0,310.0,444.0,265.0,6178,42883,391.26,9540,149.0,785.0,-2810.5,42379,42220,42842,41850,42634,125.0,-34.0,41457,41196,40759,-2196.0,42883
36075,NY,Oswego,-0.45,-3.47,117898.0,-5.02,1.54,0.34,-0.22,-3.15,2.79,0.245352189,128.31,23.11,12.61,95.07,0.71,0.58,0.38,2.09,1.31,-1.71,27.89,42.37,0.87,60.3,40.37,116091,862,709,465,2552,1596,1.846736709,0.499862308,0.075939015,0.468603561,13.05594693,38.33992095,17.86386703,12.40757597,18.33268912,2.51,11.83060526,10.19812123,72.58342233,14703,14327,30749,10471,80201,0.025869335,119833,45881,0.502365792,9951,2213.0,4679,33302,5428,45881,215,0.312935502,375.0,0.17524388100000002,210.0,31.0,602.0,91.0,599.0,15400,122109,951.65,28223,300.5,3414.5,-3852.5,121450,121169,122141,120588,121967,419.0,1885.0,119728,118881,118426,-6128.0,122105
36077,NY,Otsego,-0.26,-4.03,59749.0,-2.9,-1.13,0.48,0.95,0.72,-0.67,0.28289686399999997,62.15,18.66,16.51,92.73,1.54,1.06,0.17,3.09,1.66,-1.01,-5.52,70.98,-19.53,64.05,59.75,57734,958,660,103,1921,1032,3.624691358,1.544032922,0.113580247,0.550217971,8.96660334,32.68923108,16.88581142,11.87381262,29.58454155,2.33,9.044736953,12.98514411,74.29212342,11835,6755,13077,3587,40004,0.18106995899999997,60750,23627,0.9514403290000001,4750,2202.0,3068,17553,2137,23627,130,0.454320988,276.0,0.284773663,173.0,110.0,578.0,69.0,938.0,10281,62259,1001.7,11618,175.0,-412.0,443.0,61746,61614,62258,60951,61964,301.0,-701.0,60497,60119,59903,-1808.0,62277
36079,NY,Putnam,-0.07,-0.77,98892.0,-1.89,1.12,0.99,4.14,-0.92,5.07,1.935991005,432.94,23.72,12.45,82.95,2.05,1.84,0.12,11.69,1.97,-3.8,42.45,58.34,17.48,95.13,44.49,82709,2047,1832,121,11661,1965,13.27515483,5.374808976000001,0.427290276,3.351206434,7.21299362,27.76490984,17.09746636,9.378596905,38.54603328,2.82,8.139060497000001,8.672339434,81.88891479,27126,12032,19539,5076,70373,0.140754444,99464,34316,1.6337569369999998,6600,13204.0,2976,28101,2793,34316,1150,4.9022762,4876.0,0.943054774,938.0,140.0,1625.0,425.0,5346.0,12417,99710,230.31,23650,1859.5,4867.5,-884.5,99625,99584,99661,99459,99816,989.0,1115.0,99219,98812,98966,-1884.0,99650
36081,NY,Queens,-0.78,1.98,2278906.0,-3.59,5.56,6.24,0.06,-8.59,6.87,11.07177266,20553.56,20.71,12.83,27.65,17.75,22.79,0.29,27.51,4.52,-15.85,-6.37,30.58,3.43,10.27,-25.89,616727,395881,508334,6490,613750,100913,47.52654663,5.373661981000001,2.279932287,19.08808799,18.88577885,27.69180151,14.60984068,7.994051307,30.81852764,2.97,15.92265884,10.04854069,44.48376663,513306,243338,461228,314557,1665576,1.051990356,2339280,777904,18.47384665,133147,1111779.0,78168,346041,123863,777904,148487,14.76026812,345284.0,7.680397387,179666.0,24609.0,432155.0,53334.0,125705.0,286146,2230722,108.53,461901,246956.0,153146.5,-191508.0,2272745,2288194,2234745,2300148,2255559,139547.0,124361.0,2307614,2309032,2296865,-80200.0,2230578
36083,NY,Rensselaer,0.11,0.06,159442.0,-0.81,0.87,1.3,4.52,0.6,2.0,1.381611695,244.36,21.31,13.55,85.65,6.02,2.18,0.18,3.81,2.41,-0.73,39.62,33.68,-7.52,88.53,87.92,136555,9592,3469,283,6080,3843,4.904881101,1.182102628,0.381727159,1.48163088,8.23031528,28.85708614,18.77334825,14.32026132,29.81898901,2.39,11.93217078,10.98889165,63.42000745,33046,20805,31980,9121,110822,0.36608260299999995,159800,64456,1.998122653,15870,7838.0,7083,40878,7691,64456,955,0.82853567,1324.0,0.36858573200000005,589.0,585.0,3193.0,610.0,1889.0,21607,159429,652.43,33969,2109.5,3054.5,916.5,159427,159538,159341,159661,159572,2064.0,1391.0,159456,159334,159261,-1290.0,159433
36085,NY,Richmond,0.14,1.4,476179.0,-1.6,2.99,1.35,5.63,1.79,5.08,2.978539423,8030.28,23.3,12.66,64.04,9.45,7.4,0.15,17.29,2.59,-5.1,11.61,39.99,16.03,51.36,2.87,300169,44313,34697,695,81051,12118,22.24150537,7.789506417,1.9485321930000001,5.980740295,11.27528873,31.35741813,17.42616573,7.83060279,32.11052462,2.82,14.62594042,9.98856455,69.47216371,105485,57246,103011,37040,328506,2.152756183,475948,166150,6.749266727,25724,105858.0,16596,115428,24301,166150,9937,3.7810853289999997,17996.0,1.662366477,7912.0,10246.0,32123.0,9274.0,37074.0,59344,468730,58.37,109201,13261.5,22608.5,7952.0,470657,471898,469621,472075,471001,6334.0,14057.0,472521,474214,475516,-7499.0,468730
36087,NY,Rockland,0.26,4.22,325695.0,-2.99,7.22,2.3,8.7,-6.37,8.9,3.833066871,1795.95,28.1,13.42,65.34,11.11,6.13,0.16,15.65,2.52,-0.96,14.88,21.6,-0.41,67.17,8.93,203670,34623,19099,487,48783,7841,21.3843773,3.962440043,0.611641494,7.746034923,12.71311087,22.20359937,16.55289352,8.092960072999999,40.43743617,3.18,10.45579627,10.50682944,68.86676340000001,82754,33875,45439,26017,204647,0.41811911,325027,99935,4.968510308,16562,69505.0,10500,68822,10449,99935,7741,5.156494691,16760.0,6.48100004,21065.0,1359.0,16149.0,1988.0,12879.0,41841,311687,173.55,87580,11028.5,25615.5,-18318.5,317216,319330,312502,321176,315439,7191.0,22552.0,323078,323640,324839,-9359.0,311694
36089,NY,St. Lawrence,-0.47,-3.37,108047.0,-4.58,1.21,0.95,0.01,-2.79,1.78,0.694593435,41.76,21.27,13.89,92.85,2.02,0.96,0.94,1.92,1.37,-0.8,-10.75,35.44,13.38,6.87,69.88,103943,2259,1074,1051,2146,1534,4.054432082,1.2055912,0.061362426,1.292088957,11.92691076,36.16198306,17.93265032,10.86356768,23.11488819,2.38,11.37662712,12.11153273,72.5034824,16673,12935,26084,8603,72131,0.35193156299999995,110817,41638,1.014284812,7836,4493.0,5043,30189,4737,41638,538,0.243644928,270.0,0.37088172399999997,411.0,390.0,1124.0,68.0,1336.0,15553,111944,2680.38,23805,777.0,1987.0,-3115.5,112357,111928,111811,111437,112268,1058.0,1352.0,110331,109411,108562,-5116.0,111940
36091,NY,Saratoga,0.46,4.57,230163.0,3.01,1.56,1.03,9.46,6.2,4.33,0.611620036,271.13,22.7,13.66,92.73,1.39,1.77,0.15,2.4,1.66,6.71,16.17,87.98,-0.31,86.27,81.78,203647,3053,3880,325,5279,3641,5.300222387,1.539058915,0.334462918,0.720505965,6.10100758,24.81205353,17.07708145,11.62242256,40.38743488,2.39,8.896262174,11.15442021,71.5394775,64735,27372,39770,9779,160285,0.210473367,226632,93129,2.228281973,18629,12012.0,10388,66624,8285,93129,671,0.7046665959999999,1597.0,0.20870839100000002,473.0,477.0,5050.0,758.0,3488.0,29994,219607,809.98,49856,1232.5,8728.5,12502.5,222466,224082,220105,224518,221088,2266.0,3432.0,226053,227048,229102,6626.0,219593
36093,NY,Schenectady,0.35,0.31,155350.0,-1.01,1.33,1.86,5.58,2.68,2.06,1.603891364,756.55,22.95,14.92,77.17,8.74,3.18,0.29,5.7,3.75,-5.63,43.06,71.8,44.01,90.28,98.02,119409,13528,4917,445,8827,5802,10.62619574,1.864866432,0.151379486,2.238736647,9.79304659,29.54590169,17.067800899999998,12.788203,30.80504783,2.8,11.52810033,12.919647,67.84765444,32881,18218,31537,10453,106739,0.5958554229999999,155239,53825,2.9258111689999997,13650,16496.0,6954,36519,6205,53825,1205,4.109791998,6380.0,0.970761213,1507.0,925.0,4542.0,235.0,2895.0,23083,154727,204.52,35509,2351.0,3016.5,3930.0,155020,154957,154864,155042,154856,2877.0,2052.0,154738,154473,154814,-1566.0,154751
36095,NY,Schoharie,-0.44,-4.88,31097.0,-4.14,-0.73,0.24,3.7,-0.14,0.08,0.055530875,52.67,19.95,15.94,93.87,1.2,0.66,0.16,2.82,1.37,2.09,4.51,80.83,-41.94,57.14,53.24,30742,394,217,54,924,449,2.9420138560000004,1.3159975959999999,0.09490367300000001,0.390780764,11.33792979,36.9744491,17.64679375,12.43296832,21.60785904,2.41,10.09649892,14.92144509,75.5323391,4795,3916,8205,2516,22191,0.123374775,31611,12539,0.7434121029999999,2759,930.0,1871,9471,1266,12539,49,0.31318212,99.0,0.281547563,89.0,39.0,235.0,30.0,416.0,5220,32749,621.82,6532,17.5,26.5,-45.5,32044,31905,32692,31773,32621,77.0,-240.0,31408,31307,31236,-1355.0,32729
36097,NY,Schuyler,-0.07,-2.26,17912.0,-1.22,-1.04,0.33,-4.58,-2.27,-0.16,-0.010399334,55.87,21.21,16.99,96.2,0.78,0.28,0.24,1.28,1.31,-4.19,-46.04,-7.27,-37.14,-0.43,26.32,17646,143,51,44,234,240,1.683966431,0.750883392,0.022084806000000002,0.322407308,10.27548,38.4988996,18.89656219,10.25271306,22.07634515,2.39,10.03492746,12.03653949,76.41053197,2909,2490,5073,1354,13177,0.011042403000000001,18112,7444,0.436174912,1351,305.0,896,5688,747,7444,24,0.231890459,42.0,0.132508834,24.0,2.0,79.0,4.0,136.0,3116,18343,328.33,3890,-2.0,-31.0,-436.0,18484,18372,18326,18164,18402,61.0,-191.0,18013,17948,17925,-223.0,18353
36099,NY,Seneca,-0.08,-2.73,34300.0,-3.32,0.59,0.35,5.73,1.67,1.21,0.586329964,108.9,21.33,15.52,90.77,4.29,0.68,0.27,2.7,1.31,2.11,110.14,5.78,35.21,44.46,26.85,31999,1513,238,96,952,463,2.232873174,0.86100508,0.051660305,0.709219858,14.06111781,35.3920386,18.19059107,11.86570165,20.49055086,2.34,10.00295508,12.74379433,73.22695035,5096,4524,8802,3497,24870,0.043050254,34843,13536,0.585483454,2951,778.0,1725,9912,1354,13536,96,0.226731338,79.0,0.223861321,78.0,15.0,204.0,18.0,300.0,5472,35251,323.71,7519,195.5,403.5,557.5,35338,35227,35261,34887,35314,124.0,209.0,34814,34731,34327,-1170.0,35243
36101,NY,Steuben,-0.47,-3.25,95796.0,-3.89,0.64,0.36,0.27,-2.86,1.43,0.40500587299999996,71.19,23.43,15.88,94.43,1.5,1.16,0.19,1.38,1.4,-1.28,11.89,29.47,-19.58,72.24,73.43,93476,1487,1151,193,1371,1384,2.774274905,0.837613672,0.068690473,0.686476172,10.08919926,37.17173792,16.89210997,13.28012676,22.56682609,2.37,10.73827167,11.45696513,71.76030334,15382,11514,25337,6877,68162,0.17428925899999997,97539,40351,1.235403275,9052,2706.0,4623,28956,4333,40351,277,0.292190816,285.0,0.038958775,38.0,170.0,1205.0,67.0,817.0,15718,98990,1390.56,23198,400.0,1417.0,-2821.5,98926,98845,99012,98173,99145,358.0,634.0,97524,96895,96249,-3850.0,98990
36103,NY,Suffolk,-0.17,-0.89,1481093.0,-2.9,2.01,1.57,5.21,-2.22,5.37,2.256929206,1637.35,23.95,13.51,71.57,6.84,3.37,0.19,16.49,2.41,-4.44,9.49,46.4,-2.52,64.81,23.46,1068728,102117,50295,2906,246239,36031,15.55233558,2.683435775,0.395300465,3.873271098,9.850010824,28.38184287,17.62768398,9.174763455,34.96569887,3.0,11.30570905,10.88411045,80.32751038,360196,181590,292373,101469,1030141,0.311499437,1497595,489328,3.191650613,94513,232911.0,53259,393065,55322,489328,18953,6.784611327,101606.0,2.414404428,36158.0,4665.0,47798.0,5920.0,40187.0,201793,1493350,912.05,357670,32140.5,76477.5,-31666.5,1497037,1497489,1494385,1495757,1498838,23481.0,30050.0,1492278,1486804,1483571,-43342.0,1493147
