Week,flu,metro,Week Ending Date,fluSymptoms,fever,cough,soreThroat,year,County
2009-10-04,0.287793,Syracuse,10/10/2009,0.19584,0.1729,0.1551225,0.0855,2009,SENECA
2009-10-04,0.287793,Syracuse,10/10/2009,0.19584,0.1729,0.1551225,0.0855,2009,TOMPKINS
2009-10-04,0.287793,Syracuse,10/10/2009,0.19584,0.1729,0.1551225,0.0855,2009,CORTLAND
2009-10-04,0.287793,Syracuse,10/10/2009,0.19584,0.1729,0.1551225,0.0855,2009,CAYUGA
2009-10-04,0.287793,Syracuse,10/10/2009,0.19584,0.1729,0.1551225,0.0855,2009,OSWEGO
2009-10-04,0.287793,Syracuse,10/10/2009,0.19584,0.1729,0.1551225,0.0855,2009,ONONDAGA
2009-10-04,0.287793,Syracuse,10/10/2009,0.19584,0.1729,0.1551225,0.0855,2009,MADISON
2009-10-04,0.287793,Syracuse,10/10/2009,0.19584,0.1729,0.1551225,0.0855,2009,ONEIDA
2009-10-11,0.227799,Syracuse,10/17/2009,0.12806399999999998,0.10241,0.05975500000000001,0.06643349999999999,2009,SENECA
2009-10-11,0.227799,Syracuse,10/17/2009,0.12806399999999998,0.10241,0.05975500000000001,0.06643349999999999,2009,TOMPKINS
2009-10-11,0.227799,Syracuse,10/17/2009,0.12806399999999998,0.10241,0.05975500000000001,0.06643349999999999,2009,CORTLAND
2009-10-11,0.227799,Syracuse,10/17/2009,0.12806399999999998,0.10241,0.05975500000000001,0.06643349999999999,2009,CAYUGA
2009-10-11,0.227799,Syracuse,10/17/2009,0.12806399999999998,0.10241,0.05975500000000001,0.06643349999999999,2009,OSWEGO
2009-10-11,0.227799,Syracuse,10/17/2009,0.12806399999999998,0.10241,0.05975500000000001,0.06643349999999999,2009,ONONDAGA
2009-10-11,0.227799,Syracuse,10/17/2009,0.12806399999999998,0.10241,0.05975500000000001,0.06643349999999999,2009,MADISON
2009-10-11,0.227799,Syracuse,10/17/2009,0.12806399999999998,0.10241,0.05975500000000001,0.06643349999999999,2009,ONEIDA
2009-10-18,0.76626,Syracuse,10/24/2009,0.6065280000000001,0.6483749999999999,0.21478500000000006,0.4446,2009,SENECA
2009-10-18,0.76626,Syracuse,10/24/2009,0.6065280000000001,0.6483749999999999,0.21478500000000006,0.4446,2009,TOMPKINS
2009-10-18,0.76626,Syracuse,10/24/2009,0.6065280000000001,0.6483749999999999,0.21478500000000006,0.4446,2009,CORTLAND
2009-10-18,0.76626,Syracuse,10/24/2009,0.6065280000000001,0.6483749999999999,0.21478500000000006,0.4446,2009,CAYUGA
2009-10-18,0.76626,Syracuse,10/24/2009,0.6065280000000001,0.6483749999999999,0.21478500000000006,0.4446,2009,OSWEGO
2009-10-18,0.76626,Syracuse,10/24/2009,0.6065280000000001,0.6483749999999999,0.21478500000000006,0.4446,2009,ONONDAGA
2009-10-18,0.76626,Syracuse,10/24/2009,0.6065280000000001,0.6483749999999999,0.21478500000000006,0.4446,2009,MADISON
2009-10-18,0.76626,Syracuse,10/24/2009,0.6065280000000001,0.6483749999999999,0.21478500000000006,0.4446,2009,ONEIDA
2009-10-25,0.99,Syracuse,10/31/2009,0.816,0.42883000000000004,0.25104499999999996,0.2270025,2009,SENECA
2009-10-25,0.99,Syracuse,10/31/2009,0.816,0.42883000000000004,0.25104499999999996,0.2270025,2009,TOMPKINS
2009-10-25,0.99,Syracuse,10/31/2009,0.816,0.42883000000000004,0.25104499999999996,0.2270025,2009,CORTLAND
2009-10-25,0.99,Syracuse,10/31/2009,0.816,0.42883000000000004,0.25104499999999996,0.2270025,2009,CAYUGA
2009-10-25,0.99,Syracuse,10/31/2009,0.816,0.42883000000000004,0.25104499999999996,0.2270025,2009,OSWEGO
2009-10-25,0.99,Syracuse,10/31/2009,0.816,0.42883000000000004,0.25104499999999996,0.2270025,2009,ONONDAGA
2009-10-25,0.99,Syracuse,10/31/2009,0.816,0.42883000000000004,0.25104499999999996,0.2270025,2009,MADISON
2009-10-25,0.99,Syracuse,10/31/2009,0.816,0.42883000000000004,0.25104499999999996,0.2270025,2009,ONEIDA
2009-11-01,0.601425,Syracuse,11/07/2009,0.8640000000000001,0.27264999999999995,0.0735375,0.16758,2009,SENECA
2009-11-01,0.601425,Syracuse,11/07/2009,0.8640000000000001,0.27264999999999995,0.0735375,0.16758,2009,TOMPKINS
2009-11-01,0.601425,Syracuse,11/07/2009,0.8640000000000001,0.27264999999999995,0.0735375,0.16758,2009,CORTLAND
2009-11-01,0.601425,Syracuse,11/07/2009,0.8640000000000001,0.27264999999999995,0.0735375,0.16758,2009,CAYUGA
2009-11-01,0.601425,Syracuse,11/07/2009,0.8640000000000001,0.27264999999999995,0.0735375,0.16758,2009,OSWEGO
2009-11-01,0.601425,Syracuse,11/07/2009,0.8640000000000001,0.27264999999999995,0.0735375,0.16758,2009,ONONDAGA
2009-11-01,0.601425,Syracuse,11/07/2009,0.8640000000000001,0.27264999999999995,0.0735375,0.16758,2009,MADISON
2009-11-01,0.601425,Syracuse,11/07/2009,0.8640000000000001,0.27264999999999995,0.0735375,0.16758,2009,ONEIDA
2009-11-08,0.35006400000000004,Syracuse,11/14/2009,0.23443200000000006,0.6383999999999999,0.31033750000000004,0.20861999999999997,2009,SENECA
2009-11-08,0.35006400000000004,Syracuse,11/14/2009,0.23443200000000006,0.6383999999999999,0.31033750000000004,0.20861999999999997,2009,TOMPKINS
2009-11-08,0.35006400000000004,Syracuse,11/14/2009,0.23443200000000006,0.6383999999999999,0.31033750000000004,0.20861999999999997,2009,CORTLAND
2009-11-08,0.35006400000000004,Syracuse,11/14/2009,0.23443200000000006,0.6383999999999999,0.31033750000000004,0.20861999999999997,2009,CAYUGA
2009-11-08,0.35006400000000004,Syracuse,11/14/2009,0.23443200000000006,0.6383999999999999,0.31033750000000004,0.20861999999999997,2009,OSWEGO
2009-11-08,0.35006400000000004,Syracuse,11/14/2009,0.23443200000000006,0.6383999999999999,0.31033750000000004,0.20861999999999997,2009,ONONDAGA
2009-11-08,0.35006400000000004,Syracuse,11/14/2009,0.23443200000000006,0.6383999999999999,0.31033750000000004,0.20861999999999997,2009,MADISON
2009-11-08,0.35006400000000004,Syracuse,11/14/2009,0.23443200000000006,0.6383999999999999,0.31033750000000004,0.20861999999999997,2009,ONEIDA
2009-11-15,0.1584,Syracuse,11/21/2009,0.21465599999999999,0.38988,0.147075,0.141075,2009,SENECA
2009-11-15,0.1584,Syracuse,11/21/2009,0.21465599999999999,0.38988,0.147075,0.141075,2009,TOMPKINS
2009-11-15,0.1584,Syracuse,11/21/2009,0.21465599999999999,0.38988,0.147075,0.141075,2009,CORTLAND
2009-11-15,0.1584,Syracuse,11/21/2009,0.21465599999999999,0.38988,0.147075,0.141075,2009,CAYUGA
2009-11-15,0.1584,Syracuse,11/21/2009,0.21465599999999999,0.38988,0.147075,0.141075,2009,OSWEGO
2009-11-15,0.1584,Syracuse,11/21/2009,0.21465599999999999,0.38988,0.147075,0.141075,2009,ONONDAGA
2009-11-15,0.1584,Syracuse,11/21/2009,0.21465599999999999,0.38988,0.147075,0.141075,2009,MADISON
2009-11-15,0.1584,Syracuse,11/21/2009,0.21465599999999999,0.38988,0.147075,0.141075,2009,ONEIDA
2009-11-22,0.06534,Syracuse,11/28/2009,0.072576,0.29146,0.16520500000000002,0.233928,2009,SENECA
2009-11-22,0.06534,Syracuse,11/28/2009,0.072576,0.29146,0.16520500000000002,0.233928,2009,TOMPKINS
2009-11-22,0.06534,Syracuse,11/28/2009,0.072576,0.29146,0.16520500000000002,0.233928,2009,CORTLAND
2009-11-22,0.06534,Syracuse,11/28/2009,0.072576,0.29146,0.16520500000000002,0.233928,2009,CAYUGA
2009-11-22,0.06534,Syracuse,11/28/2009,0.072576,0.29146,0.16520500000000002,0.233928,2009,OSWEGO
2009-11-22,0.06534,Syracuse,11/28/2009,0.072576,0.29146,0.16520500000000002,0.233928,2009,ONONDAGA
2009-11-22,0.06534,Syracuse,11/28/2009,0.072576,0.29146,0.16520500000000002,0.233928,2009,MADISON
2009-11-22,0.06534,Syracuse,11/28/2009,0.072576,0.29146,0.16520500000000002,0.233928,2009,ONEIDA
2009-11-29,0.037422000000000004,Syracuse,12/05/2009,0.017664,0.25194,0.1368075,0.1314135,2009,SENECA
2009-11-29,0.037422000000000004,Syracuse,12/05/2009,0.017664,0.25194,0.1368075,0.1314135,2009,TOMPKINS
2009-11-29,0.037422000000000004,Syracuse,12/05/2009,0.017664,0.25194,0.1368075,0.1314135,2009,CORTLAND
2009-11-29,0.037422000000000004,Syracuse,12/05/2009,0.017664,0.25194,0.1368075,0.1314135,2009,CAYUGA
2009-11-29,0.037422000000000004,Syracuse,12/05/2009,0.017664,0.25194,0.1368075,0.1314135,2009,OSWEGO
2009-11-29,0.037422000000000004,Syracuse,12/05/2009,0.017664,0.25194,0.1368075,0.1314135,2009,ONONDAGA
2009-11-29,0.037422000000000004,Syracuse,12/05/2009,0.017664,0.25194,0.1368075,0.1314135,2009,MADISON
2009-11-29,0.037422000000000004,Syracuse,12/05/2009,0.017664,0.25194,0.1368075,0.1314135,2009,ONEIDA
2009-12-06,0.024948,Syracuse,12/12/2009,0.014688,0.17631999999999998,0.23606,0.165186,2009,SENECA
2009-12-06,0.024948,Syracuse,12/12/2009,0.014688,0.17631999999999998,0.23606,0.165186,2009,TOMPKINS
