,County,FIPS,County Centroid,year,CDC Week,Week Ending Date,Count,Disease_INFLUENZA_A,Disease_INFLUENZA_B,Disease_INFLUENZA_UNSPECIFIED,UnempRate,GDP,GDP_change,Population,flu,fluSymptoms,fever,cough,soreThroat,Target,VaxRate,PRCP,SNOW,TAVG,TMAX,TMIN,SNOWDepth
0,ALBANY,36001,"(42.5882713, -73.9740136)",2009,40,10/10/2009,4,4,0,0,6.8,-,-,-,0.211869,0.17442,0.20638800000000002,0.1126385,0.0876,27.0,,0.05833333333333334,0.0,54.642857142857146,61.285714285714285,48.0,0.0
1,ALBANY,36001,"(42.5882713, -73.9740136)",2009,41,10/17/2009,11,11,0,0,6.8,-,-,-,0.33417600000000003,0.176985,0.138915,0.083486,0.067525,87.0,,0.05857142857142857,0.0,52.0,60.0,44.0,0.0
2,ALBANY,36001,"(42.5882713, -73.9740136)",2009,42,10/24/2009,27,27,0,0,6.8,-,-,-,0.7611,0.6579225000000001,0.492075,0.1562405,0.09110399999999999,77.0,,0.041666666666666664,0.0,39.07142857142857,48.285714285714285,29.857142857142858,0.0
3,ALBANY,36001,"(42.5882713, -73.9740136)",2009,43,10/31/2009,87,86,1,0,6.8,-,-,-,0.8496,0.855,0.5754239999999999,0.2143765,0.07884,61.0,,0.30333333333333334,0.0,48.0,58.857142857142854,37.142857142857146,0.0
4,ALBANY,36001,"(42.5882713, -73.9740136)",2009,44,11/07/2009,77,76,1,0,6.8,-,-,-,0.530469,0.7387199999999999,0.3969,0.24631750000000002,0.125195,29.0,,0.21285714285714286,0.0,48.857142857142854,56.285714285714285,41.42857142857143,0.0
5,ALBANY,36001,"(42.5882713, -73.9740136)",2009,45,11/14/2009,61,61,0,0,6.8,-,-,-,0.39116999999999996,0.310023,0.5670000000000001,0.232375,0.10687200000000001,17.0,,0.0071428571428571435,0.0,41.642857142857146,51.42857142857143,31.857142857142858,0.0
6,ALBANY,36001,"(42.5882713, -73.9740136)",2009,46,11/21/2009,29,29,0,0,6.8,-,-,-,0.1416,0.13338,0.44323199999999996,0.134355,0.08395,8.0,,0.17666666666666667,0.0,47.714285714285715,57.0,38.42857142857143,0.0
7,ALBANY,36001,"(42.5882713, -73.9740136)",2009,47,11/28/2009,17,17,0,0,6.8,-,-,-,0.04779,0.040698000000000005,0.219834,0.13503099999999998,0.112347,5.0,,0.14285714285714285,0.0,41.642857142857146,51.42857142857143,31.857142857142858,0.0
8,ALBANY,36001,"(42.5882713, -73.9740136)",2009,48,12/05/2009,8,8,0,0,6.8,-,-,-,0.022302000000000002,0.031464,0.28917,0.24995100000000003,0.22053299999999998,1.0,,0.01,0.0,42.42857142857143,49.285714285714285,35.57142857142857,0.0
9,ALBANY,36001,"(42.5882713, -73.9740136)",2009,49,12/12/2009,5,5,0,0,6.8,-,-,-,0.019116,0.030523500000000002,0.248994,0.08551399999999999,0.070518,0.0,,0.23800000000000004,0.6,38.142857142857146,45.714285714285715,30.571428571428573,0.42857142857142855
10,ALBANY,36001,"(42.5882713, -73.9740136)",2009,50,12/19/2009,1,1,0,0,6.8,-,-,-,0.017523,0.009576000000000001,0.181764,0.1521,0.196954,0.0,,0.22199999999999998,1.52,26.785714285714285,34.285714285714285,19.285714285714285,4.714285714285714
11,ALBANY,36001,"(42.5882713, -73.9740136)",2009,51,12/26/2009,0,0,0,0,6.8,-,-,-,0.011682,0.013680000000000001,0.05896799999999999,0.223925,0.195932,0.0,,0.0016666666666666668,0.0,22.785714285714285,28.857142857142858,16.714285714285715,1.2857142857142858
12,ALBANY,36001,"(42.5882713, -73.9740136)",2010,1,01/09/2010,0,0,0,0,7,-,-,304078,0.0103545,0.011115,0.20736,0.11660999999999999,0.080592,0.0,,0.0125,0.275,18.571428571428573,23.714285714285715,13.428571428571429,1.0
13,ALBANY,36001,"(42.5882713, -73.9740136)",2010,2,01/16/2010,0,0,0,0,7,-,-,304078,0.009734999999999999,0.01026,0.28163699999999997,0.16731,0.0,2.0,,0.0725,0.325,26.785714285714285,33.42857142857143,20.142857142857142,1.0
14,ALBANY,36001,"(42.5882713, -73.9740136)",2010,3,01/23/2010,0,0,0,0,7,-,-,304078,0.003186,0.0038475000000000002,0.165726,0.112554,0.09738200000000001,1.0,,0.04428571428571428,0.16666666666666666,29.928571428571427,37.0,22.857142857142858,0.5
15,ALBANY,36001,"(42.5882713, -73.9740136)",2010,4,01/30/2010,2,2,0,0,7,-,-,304078,0.002124,0.0023940000000000003,0.31104,0.075712,0.327332,3.0,,0.36000000000000004,0.1,23.571428571428573,31.857142857142858,15.285714285714286,0.0
16,ALBANY,36001,"(42.5882713, -73.9740136)",2010,5,02/06/2010,1,1,0,0,7,-,-,304078,0.001593,0.0,0.156978,0.09464,0.19753800000000002,0.0,,0.015000000000000001,0.24000000000000005,21.5,28.571428571428573,14.428571428571429,1.0
17,ALBANY,36001,"(42.5882713, -73.9740136)",2010,6,02/13/2010,3,3,0,0,7,-,-,304078,0.002124,0.0029925,0.30132,0.035321,0.19272,0.0,,0.01,0.15,25.214285714285715,31.571428571428573,18.857142857142858,0.0
18,ALBANY,36001,"(42.5882713, -73.9740136)",2010,7,02/20/2010,0,0,0,0,7,-,-,304078,0.003186,0.009234000000000001,0.21384,0.1531985,0.16811900000000002,0.0,,0.09333333333333334,1.375,31.428571428571427,35.0,27.857142857142858,2.0
19,ALBANY,36001,"(42.5882713, -73.9740136)",2010,8,02/27/2010,0,0,0,0,7,-,-,304078,0.0030975,0.0017100000000000001,0.269568,0.061347000000000006,0.13811600000000002,0.0,,0.5142857142857142,2.4714285714285715,34.0,37.714285714285715,30.285714285714285,5.142857142857143
20,ALBANY,36001,"(42.5882713, -73.9740136)",2010,9,03/06/2010,0,0,0,0,7,-,-,304078,0.0008849999999999999,0.0012825,0.163134,0.10055499999999999,0.0,0.0,,0.0,0.0,37.142857142857146,44.0,30.285714285714285,2.3333333333333335
21,ALBANY,36001,"(42.5882713, -73.9740136)",2010,10,03/13/2010,0,0,0,0,7,-,-,304078,0.001416,0.0021375,0.18954000000000001,0.09802000000000001,0.160965,0.0,,0.026000000000000002,0.0,43.142857142857146,51.0,35.285714285714285,0.0
22,ALBANY,36001,"(42.5882713, -73.9740136)",2010,11,03/20/2010,0,0,0,0,7,-,-,304078,0.0017699999999999999,0.0,0.169128,0.042588,0.073876,0.0,,0.0,0.0,47.5,61.57142857142857,33.42857142857143,0.0
23,ALBANY,36001,"(42.5882713, -73.9740136)",2010,12,03/27/2010,0,0,0,0,7,-,-,304078,0.000354,0.0012825,0.20752199999999998,0.0857675,0.063802,0.0,,0.2557142857142857,0.028571428571428574,38.42857142857143,47.285714285714285,29.571428571428573,0.0
24,ALBANY,36001,"(42.5882713, -73.9740136)",2010,13,04/03/2010,0,0,0,0,7,-,-,304078,0.0017699999999999999,0.0012825,0.172044,0.13689,0.238418,0.0,,0.11,0.0,51.785714285714285,61.714285714285715,41.857142857142854,0.0
25,ALBANY,36001,"(42.5882713, -73.9740136)",2010,14,04/10/2010,0,0,0,0,7,-,-,304078,0.0013275000000000001,0.0021375,0.25758000000000003,0.125229,0.302804,0.0,,0.08857142857142856,0.0,54.214285714285715,67.85714285714286,40.57142857142857,0.0
26,ALBANY,36001,"(42.5882713, -73.9740136)",2010,15,04/17/2010,0,0,0,0,7,-,-,304078,0.000531,0.00042750000000000004,0.170586,0.102921,0.180675,0.0,,0.037142857142857144,0.0,47.785714285714285,59.0,36.57142857142857,0.0
27,ALBANY,36001,"(42.5882713, -73.9740136)",2010,16,04/24/2010,0,0,0,0,7,-,-,304078,0.0007965,0.001539,0.219834,0.043601999999999995,0.3285,0.0,,0.0,0.0,51.57142857142857,64.71428571428571,38.42857142857143,0.0
28,ALBANY,36001,"(42.5882713, -73.9740136)",2010,17,05/01/2010,0,0,0,0,7,-,-,304078,0.001062,0.0,0.341901,0.066079,0.22834400000000002,0.0,,0.05285714285714286,0.0,56.0,66.85714285714286,45.142857142857146,0.0
29,ALBANY,36001,"(42.5882713, -73.9740136)",2010,18,05/08/2010,0,0,0,0,7,-,-,304078,0.000354,0.002565,0.279936,0.062361,0.104098,0.0,,0.1357142857142857,0.0,55.785714285714285,67.85714285714286,43.714285714285715,0.0
30,ALBANY,36001,"(42.5882713, -73.9740136)",2010,19,05/15/2010,0,0,0,0,7,-,-,304078,0.0007965,0.0012825,0.21384,0.032448000000000005,0.103368,0.0,,0.08714285714285716,0.0,50.857142857142854,62.714285714285715,39.0,0.0
31,ALBANY,36001,"(42.5882713, -73.9740136)",2010,20,05/22/2010,0,0,0,0,7,-,-,304078,0.000177,0.0008550000000000001,0.231012,0.068107,0.0803,0.0,,0.02857142857142857,0.0,62.42857142857143,75.0,49.857142857142854,0.0
32,ALBANY,36001,"(42.5882713, -73.9740136)",2010,40,10/09/2010,0,0,0,0,7,-,-,304078,0.009558,0.0017100000000000001,0.158841,0.0835705,0.077088,0.0,,0.25142857142857145,0.0,53.785714285714285,62.714285714285715,44.857142857142854,0.0
