,County,FIPS,County Centroid,year,CDC Week,Week Ending Date,Count,Disease_INFLUENZA_A,Disease_INFLUENZA_B,Disease_INFLUENZA_UNSPECIFIED,UnempRate,GDP,GDP_change,Population,flu,fluSymptoms,fever,cough,soreThroat,Target,VaxRate,PRCP,SNOW,TAVG,TMAX,TMIN,SNOWDepth
33,ALBANY,36001,"(42.5882713, -73.9740136)",2010,41,10/16/2010,0,0,0,0,7,-,-,304078,0.003186,0.002565,0.202014,0.16283150000000002,0.161184,0.0,,0.16166666666666665,0.0,49.57142857142857,60.57142857142857,38.57142857142857,0.0
34,ALBANY,36001,"(42.5882713, -73.9740136)",2010,42,10/23/2010,0,0,0,0,7,-,-,304078,0.006814499999999999,0.0053865,0.133407,0.137904,0.22301500000000002,0.0,,0.008333333333333333,0.0,44.357142857142854,54.42857142857143,34.285714285714285,0.0
35,ALBANY,36001,"(42.5882713, -73.9740136)",2010,43,10/30/2010,0,0,0,0,7,-,-,304078,0.003186,0.001368,0.23895,0.14365,0.0803,1.0,,0.21333333333333335,0.0,51.857142857142854,62.0,41.714285714285715,0.0
36,ALBANY,36001,"(42.5882713, -73.9740136)",2010,44,11/06/2010,0,0,0,0,7,-,-,304078,0.004425,0.001368,0.461376,0.09464,0.23651999999999998,1.0,,0.1642857142857143,0.0,39.857142857142854,46.857142857142854,32.857142857142854,0.0
37,ALBANY,36001,"(42.5882713, -73.9740136)",2010,45,11/13/2010,1,0,1,0,7,-,-,304078,0.002124,0.0038475000000000002,0.143208,0.198237,0.15096400000000001,0.0,,0.10166666666666667,0.18571428571428572,41.285714285714285,52.857142857142854,29.714285714285715,0.2857142857142857
38,ALBANY,36001,"(42.5882713, -73.9740136)",2010,46,11/20/2010,1,1,0,0,7,-,-,304078,0.002832,0.0,0.136323,0.151593,0.08176,1.0,,0.142,0.0,41.857142857142854,48.142857142857146,35.57142857142857,0.0
39,ALBANY,36001,"(42.5882713, -73.9740136)",2010,47,11/27/2010,0,0,0,0,7,-,-,304078,0.002124,0.002736,0.27718200000000004,0.14872,0.0,1.0,,0.12,0.0,36.42857142857143,44.142857142857146,28.714285714285715,0.0
40,ALBANY,36001,"(42.5882713, -73.9740136)",2010,48,12/04/2010,1,1,0,0,7,-,-,304078,0.002478,0.0,0.207765,0.21902399999999997,0.087381,3.0,,0.39399999999999996,0.0,35.214285714285715,43.0,27.428571428571427,0.0
41,ALBANY,36001,"(42.5882713, -73.9740136)",2010,49,12/11/2010,1,0,1,0,7,-,-,304078,0.002478,0.002052,0.197478,0.059488,0.101178,5.0,,0.26666666666666666,0.0,25.357142857142858,33.42857142857143,17.285714285714285,0.0
42,ALBANY,36001,"(42.5882713, -73.9740136)",2010,50,12/18/2010,3,3,0,0,7,-,-,304078,0.002478,0.0023940000000000003,0.26244,0.133848,0.09197999999999999,0.0,,0.08,0.7250000000000001,21.642857142857142,30.142857142857142,13.142857142857142,1.0
43,ALBANY,36001,"(42.5882713, -73.9740136)",2010,51,12/25/2010,5,4,0,1,7,-,-,304078,0.004956,0.00513,0.14774400000000001,0.1014,0.14235,10.0,,0.0675,0.7,24.0,27.857142857142858,20.142857142857142,0.0
44,ALBANY,36001,"(42.5882713, -73.9740136)",2010,52,01/02/2010,0,0,0,0,7,-,-,304078,0.015576,0.02394,0.11591099999999999,0.2091375,0.169506,8.0,,0.08333333333333333,1.7666666666666666,26.4,32.8,20.0,6.2
45,ALBANY,36001,"(42.5882713, -73.9740136)",2011,1,01/08/2011,10,9,1,0,6.9,-,-,304564,0.0053100000000000005,0.0046170000000000004,0.337041,0.18252000000000002,0.10796700000000001,12.0,,0.0775,1.925,24.571428571428573,30.285714285714285,18.857142857142858,3.75
46,ALBANY,36001,"(42.5882713, -73.9740136)",2011,2,01/15/2011,8,8,0,0,6.9,-,-,304564,0.002832,0.0046170000000000004,0.318573,0.125229,0.158848,9.0,,0.23333333333333336,3.4,18.0,25.285714285714285,10.714285714285714,9.0
47,ALBANY,36001,"(42.5882713, -73.9740136)",2011,3,01/22/2011,12,12,0,0,6.9,-,-,304564,0.004248,0.0034200000000000003,0.435942,0.2927925,0.13731300000000002,9.0,,0.1757142857142857,1.6285714285714286,15.428571428571429,22.571428571428573,8.285714285714286,11.714285714285714
48,ALBANY,36001,"(42.5882713, -73.9740136)",2011,4,01/29/2011,9,9,0,0,6.9,-,-,304564,0.003186,0.0053865,0.38167199999999996,0.150579,0.3212,3.0,,0.02,0.34,19.0,26.285714285714285,11.714285714285714,12.428571428571429
49,ALBANY,36001,"(42.5882713, -73.9740136)",2011,5,02/05/2011,9,8,1,0,6.9,-,-,304564,0.0023895,0.0038475000000000002,0.47385,0.20102550000000002,0.14015999999999998,8.0,,0.3333333333333333,2.2600000000000002,18.928571428571427,27.428571428571427,10.428571428571429,16.857142857142858
50,ALBANY,36001,"(42.5882713, -73.9740136)",2011,6,02/12/2011,3,3,0,0,6.9,-,-,304564,0.004779,0.0028215,0.309825,0.12776400000000002,0.229877,5.0,,0.052500000000000005,0.5,20.285714285714285,30.857142857142858,9.714285714285714,15.142857142857142
51,ALBANY,36001,"(42.5882713, -73.9740136)",2011,7,02/19/2011,8,7,1,0,6.9,-,-,304564,0.0035399999999999997,0.01026,0.6885,0.252655,0.189216,6.0,,0.0033333333333333335,0.0,31.428571428571427,43.142857142857146,19.714285714285715,10.285714285714286
52,ALBANY,36001,"(42.5882713, -73.9740136)",2011,8,02/26/2011,5,4,1,0,6.9,-,-,304564,0.0035399999999999997,0.0017954999999999998,0.425331,0.33462,0.07007999999999999,17.0,,0.21833333333333338,2.8000000000000003,22.142857142857142,31.857142857142858,12.428571428571429,11.142857142857142
53,ALBANY,36001,"(42.5882713, -73.9740136)",2011,9,03/05/2011,6,4,2,0,6.9,-,-,304564,0.002832,0.0035909999999999996,0.29548800000000003,0.22308000000000003,0.08526399999999999,7.0,,0.2816666666666667,0.12,30.0,39.714285714285715,20.285714285714285,9.142857142857142
54,ALBANY,36001,"(42.5882713, -73.9740136)",2011,10,03/12/2011,17,10,5,2,6.9,-,-,304564,0.0026550000000000002,0.00513,0.394875,0.26972399999999996,0.30368,6.0,,0.5825,1.5,33.5,40.57142857142857,26.428571428571427,4.5
55,ALBANY,36001,"(42.5882713, -73.9740136)",2011,11,03/19/2011,7,4,3,0,6.9,-,-,304564,0.0030975,0.0053865,0.290628,0.139425,0.262727,9.0,,0.04,0.0,40.285714285714285,50.285714285714285,30.285714285714285,0.0
56,ALBANY,36001,"(42.5882713, -73.9740136)",2011,12,03/26/2011,6,2,4,0,6.9,-,-,304564,0.0017699999999999999,0.004104,0.42525,0.17576,0.354123,7.0,,0.09333333333333334,0.44000000000000006,32.0,39.0,25.0,0.0
57,ALBANY,36001,"(42.5882713, -73.9740136)",2011,13,04/02/2011,9,7,2,0,6.9,-,-,304564,0.001062,0.002565,0.30480300000000005,0.08619,0.165199,6.0,,0.076,0.15,40.142857142857146,48.142857142857146,32.142857142857146,0.14285714285714285
58,ALBANY,36001,"(42.5882713, -73.9740136)",2011,14,04/09/2011,7,5,2,0,6.9,-,-,304564,0.001416,0.0007695,0.217971,0.214968,0.18790199999999999,4.0,,0.14833333333333334,0.0,44.214285714285715,56.0,32.42857142857143,0.0
59,ALBANY,36001,"(42.5882713, -73.9740136)",2011,15,04/16/2011,6,4,2,0,6.9,-,-,304564,0.001416,0.0017100000000000001,0.368874,0.18809700000000001,0.08643200000000001,1.0,,0.23199999999999998,0.0,50.357142857142854,59.42857142857143,41.285714285714285,0.0
60,ALBANY,36001,"(42.5882713, -73.9740136)",2011,16,04/23/2011,4,1,3,0,6.9,-,-,304564,0.0007965,0.0007695,0.205902,0.12675,0.151767,0.0,,0.188,0.0,45.285714285714285,53.42857142857143,37.142857142857146,0.0
61,ALBANY,36001,"(42.5882713, -73.9740136)",2011,17,04/30/2011,1,0,1,0,6.9,-,-,304564,0.0007965,0.0,0.209385,0.06489600000000001,0.26163200000000003,0.0,,0.215,0.0,58.5,69.85714285714286,47.142857142857146,0.0
62,ALBANY,36001,"(42.5882713, -73.9740136)",2011,18,05/07/2011,0,0,0,0,6.9,-,-,304564,0.000531,0.000513,0.21384,0.1183,0.23476799999999998,0.0,,0.1875,0.0,54.714285714285715,65.42857142857143,44.0,0.0
63,ALBANY,36001,"(42.5882713, -73.9740136)",2011,19,05/14/2011,0,0,0,0,6.9,-,-,304564,0.0007965,0.000513,0.279936,0.13503099999999998,0.383542,0.0,,0.19666666666666668,0.0,58.42857142857143,68.0,48.857142857142854,0.0
64,ALBANY,36001,"(42.5882713, -73.9740136)",2011,20,05/21/2011,0,0,0,0,6.9,-,-,304564,0.000531,0.000513,0.17901,0.139425,0.243601,0.0,,0.534,0.0,61.714285714285715,69.28571428571429,54.142857142857146,0.0
65,ALBANY,36001,"(42.5882713, -73.9740136)",2011,40,10/08/2011,0,0,0,0,6.9,-,-,304564,0.004425,0.002565,0.212463,0.095316,0.16125699999999998,0.0,,0.012857142857142857,0.0,56.857142857142854,69.71428571428571,44.0,0.0
66,ALBANY,36001,"(42.5882713, -73.9740136)",2011,41,10/15/2011,0,0,0,0,6.9,-,-,304564,0.006195,0.002565,0.113724,0.184548,0.05256,0.0,,0.22571428571428573,0.0,61.5,70.0,53.0,0.0
67,ALBANY,36001,"(42.5882713, -73.9740136)",2011,42,10/22/2011,0,0,0,0,6.9,-,-,304564,0.007965,0.003078,0.244944,0.101062,0.10241900000000001,0.0,,0.03333333333333333,0.0,54.142857142857146,62.0,46.285714285714285,0.0
68,ALBANY,36001,"(42.5882713, -73.9740136)",2011,43,10/29/2011,0,0,0,0,6.9,-,-,304564,0.006372,0.001026,0.22355999999999998,0.15717,0.21024,0.0,,0.18285714285714286,0.9,40.857142857142854,47.714285714285715,34.0,1.4285714285714286
69,ALBANY,36001,"(42.5882713, -73.9740136)",2011,44,11/05/2011,0,0,0,0,6.9,-,-,304564,0.004248,0.0021375,0.248994,0.19587100000000002,0.235352,0.0,,0.0,0.0,40.42857142857143,52.857142857142854,28.0,0.0
70,ALBANY,36001,"(42.5882713, -73.9740136)",2011,45,11/12/2011,0,0,0,0,6.9,-,-,304564,0.002478,0.003078,0.15066,0.322452,0.284262,0.0,,0.006666666666666667,0.0,47.642857142857146,59.0,36.285714285714285,0.0
71,ALBANY,36001,"(42.5882713, -73.9740136)",2011,46,11/19/2011,0,0,0,0,6.9,-,-,304564,0.002832,0.001026,0.265923,0.24166999999999997,0.063364,0.0,,0.060000000000000005,0.0,46.07142857142857,54.57142857142857,37.57142857142857,0.0
72,ALBANY,36001,"(42.5882713, -73.9740136)",2011,47,11/26/2011,0,0,0,0,6.9,-,-,304564,0.0026550000000000002,0.0021375,0.165726,0.1756755,0.158848,0.0,,0.20142857142857146,0.0,38.857142857142854,49.0,28.714285714285715,0.0
73,ALBANY,36001,"(42.5882713, -73.9740136)",2011,48,12/03/2011,0,0,0,0,6.9,-,-,304564,0.0035399999999999997,0.0023940000000000003,0.23328000000000002,0.296595,0.18834,0.0,,0.028333333333333335,0.0,43.214285714285715,52.142857142857146,34.285714285714285,0.0
74,ALBANY,36001,"(42.5882713, -73.9740136)",2011,49,12/10/2011,0,0,0,0,6.9,-,-,304564,0.0013275000000000001,0.002565,0.21092399999999997,0.351013,0.105777,0.0,,0.2983333333333333,0.11666666666666665,36.07142857142857,43.57142857142857,28.571428571428573,0.0
75,ALBANY,36001,"(42.5882713, -73.9740136)",2011,50,12/17/2011,0,0,0,0,6.9,-,-,304564,0.002124,0.0046170000000000004,0.166212,0.135707,0.09964500000000001,5.0,,0.032,0.0,34.07142857142857,42.142857142857146,26.0,0.0
76,ALBANY,36001,"(42.5882713, -73.9740136)",2011,51,12/24/2011,0,0,0,0,6.9,-,-,304564,0.002124,0.001539,0.244944,0.135876,0.174251,0.0,,0.3833333333333333,0.0,33.142857142857146,42.285714285714285,24.0,0.0
77,ALBANY,36001,"(42.5882713, -73.9740136)",2011,52,01/01/2011,5,5,0,0,6.9,-,-,304564,0.004779,0.006840000000000001,0.241542,0.10815999999999999,0.303534,0.0,,0.12166666666666666,0.0,33.125,41.0,25.25,0.5
78,ALBANY,36001,"(42.5882713, -73.9740136)",2011,52,12/31/2011,0,0,0,0,6.9,-,-,304564,0.002124,0.001539,0.339309,0.43500600000000006,0.269808,0.0,,0.12166666666666666,0.0,33.125,41.0,25.25,0.5
79,ALBANY,36001,"(42.5882713, -73.9740136)",2012,1,01/07/2012,0,0,0,0,7.1,24791703,-,305717,0.002478,0.0017954999999999998,0.244944,0.221559,0.154541,0.0,,0.01,0.13333333333333333,27.875,36.75,19.0,0.875
80,ALBANY,36001,"(42.5882713, -73.9740136)",2012,2,01/14/2012,0,0,0,0,7.1,24791703,-,305717,0.0026550000000000002,0.001539,0.32116500000000003,0.333268,0.171185,0.0,,0.15999999999999998,0.675,26.928571428571427,33.857142857142854,20.0,0.8571428571428571
81,ALBANY,36001,"(42.5882713, -73.9740136)",2012,3,01/21/2012,0,0,0,0,7.1,24791703,-,305717,0.001062,0.0035909999999999996,0.241056,0.100386,0.26674200000000003,0.0,,0.08800000000000001,0.52,21.071428571428573,31.428571428571427,10.714285714285714,0.6
82,ALBANY,36001,"(42.5882713, -73.9740136)",2012,4,01/28/2012,0,0,0,0,7.1,24791703,-,305717,0.001593,0.001539,0.22307399999999997,0.13486199999999998,0.170601,0.0,,0.22400000000000003,0.24,35.642857142857146,41.714285714285715,29.571428571428573,0.0
83,ALBANY,36001,"(42.5882713, -73.9740136)",2012,5,02/04/2012,0,0,0,0,7.1,24791703,-,305717,0.0008849999999999999,0.0017100000000000001,0.18451800000000002,0.31907199999999997,0.122202,0.0,,0.02,0.15000000000000002,33.214285714285715,42.42857142857143,24.0,0.0
84,ALBANY,36001,"(42.5882713, -73.9740136)",2012,6,02/11/2012,0,0,0,0,7.1,24791703,-,305717,0.0013275000000000001,0.003078,0.36855,0.29338400000000003,0.279882,0.0,,0.0033333333333333335,0.03333333333333333,28.142857142857142,38.714285714285715,17.571428571428573,0.0
85,ALBANY,36001,"(42.5882713, -73.9740136)",2012,7,02/18/2012,0,0,0,0,7.1,24791703,-,305717,0.0018585000000000001,0.0034200000000000003,0.306342,0.2263755,0.25842,0.0,,0.028000000000000004,0.1,32.785714285714285,41.285714285714285,24.285714285714285,0.0
86,ALBANY,36001,"(42.5882713, -73.9740136)",2012,8,02/25/2012,0,0,0,0,7.1,24791703,-,305717,0.002478,0.0029925,0.303912,0.325325,0.18104,1.0,,0.0975,0.0,33.92857142857143,41.857142857142854,26.0,0.0
87,ALBANY,36001,"(42.5882713, -73.9740136)",2012,9,03/03/2012,0,0,0,0,7.1,24791703,-,305717,0.0026550000000000002,0.001539,0.36288000000000004,0.068614,0.122202,3.0,,0.33749999999999997,2.9333333333333336,34.142857142857146,40.57142857142857,27.714285714285715,2.4285714285714284
88,ALBANY,36001,"(42.5882713, -73.9740136)",2012,10,03/10/2012,1,0,1,0,7.1,24791703,-,305717,0.0013275000000000001,0.001368,0.474579,0.24014899999999997,0.347261,5.0,,0.008,0.06,36.57142857142857,47.57142857142857,25.571428571428573,0.2857142857142857
89,ALBANY,36001,"(42.5882713, -73.9740136)",2012,11,03/17/2012,3,2,1,0,7.1,24791703,-,305717,0.0017699999999999999,0.0017100000000000001,0.31185,0.231868,0.183084,3.0,,0.06666666666666667,0.0,51.42857142857143,62.42857142857143,40.42857142857143,0.0
90,ALBANY,36001,"(42.5882713, -73.9740136)",2012,12,03/24/2012,5,4,1,0,7.1,24791703,-,305717,0.000708,0.001026,0.236844,0.29913,0.118552,3.0,,0.016666666666666666,0.0,59.714285714285715,70.57142857142857,48.857142857142854,0.0
91,ALBANY,36001,"(42.5882713, -73.9740136)",2012,13,03/31/2012,3,3,0,0,7.1,24791703,-,305717,0.001062,0.0007695,0.309339,0.16562000000000002,0.124173,5.0,,0.04,0.0,41.5,49.714285714285715,33.285714285714285,0.0
92,ALBANY,36001,"(42.5882713, -73.9740136)",2012,14,04/07/2012,3,2,1,0,7.1,24791703,-,305717,0.001062,0.002565,0.23085,0.156832,0.158848,2.0,,0.0016666666666666668,0.0,44.285714285714285,55.57142857142857,33.0,0.0
93,ALBANY,36001,"(42.5882713, -73.9740136)",2012,15,04/14/2012,5,4,1,0,7.1,24791703,-,305717,0.001416,0.002565,0.22032,0.11466649999999999,0.226665,8.0,,0.0033333333333333335,0.0,49.0,60.142857142857146,37.857142857142854,0.0
94,ALBANY,36001,"(42.5882713, -73.9740136)",2012,16,04/21/2012,2,1,1,0,7.1,24791703,-,305717,0.000354,0.0012825,0.323676,0.161226,0.0,3.0,,0.29714285714285715,0.0,55.92857142857143,70.0,41.857142857142854,0.0
95,ALBANY,36001,"(42.5882713, -73.9740136)",2012,17,04/28/2012,8,6,2,0,7.1,24791703,-,305717,0.001062,0.0007695,0.33534,0.1254825,0.21024,2.0,,0.15,0.0,44.357142857142854,54.57142857142857,34.142857142857146,0.0
96,ALBANY,36001,"(42.5882713, -73.9740136)",2012,18,05/05/2012,3,1,2,0,7.1,24791703,-,305717,0.0007965,0.0,0.22096799999999997,0.07613450000000001,0.135999,4.0,,0.246,0.0,54.785714285714285,64.0,45.57142857142857,0.0
97,ALBANY,36001,"(42.5882713, -73.9740136)",2012,19,05/12/2012,2,1,1,0,7.1,24791703,-,305717,0.001062,0.0007695,0.24219000000000002,0.24133200000000002,0.208488,1.0,,0.22428571428571428,0.0,57.857142857142854,68.71428571428571,47.0,0.0
98,ALBANY,36001,"(42.5882713, -73.9740136)",2012,20,05/19/2012,4,2,2,0,7.1,24791703,-,305717,0.000531,0.001026,0.2268,0.1531985,0.24455,0.0,,0.20285714285714285,0.0,62.785714285714285,75.28571428571429,50.285714285714285,0.0
99,ALBANY,36001,"(42.5882713, -73.9740136)",2012,40,10/06/2012,1,1,0,0,7.1,24791703,-,305717,0.004248,0.0017100000000000001,0.19731600000000002,0.39174200000000003,0.16644,0.0,,0.055,0.0,58.0,65.57142857142857,50.42857142857143,0.0
100,ALBANY,36001,"(42.5882713, -73.9740136)",2012,41,10/13/2012,0,0,0,0,7.1,24791703,-,305717,0.0039825,0.002565,0.231336,0.266175,0.177536,0.0,,0.09166666666666667,0.0,47.214285714285715,56.714285714285715,37.714285714285715,0.0
101,ALBANY,36001,"(42.5882713, -73.9740136)",2012,42,10/20/2012,0,0,0,0,7.1,24791703,-,305717,0.004779,0.002565,0.6265350000000001,0.25552800000000003,0.1095,0.0,,0.3916666666666666,0.0,52.642857142857146,63.285714285714285,42.0,0.0
102,ALBANY,36001,"(42.5882713, -73.9740136)",2012,43,10/27/2012,0,0,0,0,7.1,24791703,-,305717,0.002124,0.002052,0.26616599999999996,0.129623,0.0,0.0,,0.0,0.0,54.357142857142854,60.285714285714285,48.42857142857143,0.0
103,ALBANY,36001,"(42.5882713, -73.9740136)",2012,44,11/03/2012,0,0,0,0,7.1,24791703,-,305717,0.001416,0.000342,0.148149,0.12269400000000001,0.109865,1.0,,0.041999999999999996,0.0,48.07142857142857,53.0,43.142857142857146,0.0
104,ALBANY,36001,"(42.5882713, -73.9740136)",2012,45,11/10/2012,0,0,0,0,7.1,24791703,-,305717,0.0026550000000000002,0.0021375,0.209385,0.1531985,0.134028,0.0,,0.0016666666666666668,0.014285714285714287,38.92857142857143,47.142857142857146,30.714285714285715,0.0
105,ALBANY,36001,"(42.5882713, -73.9740136)",2012,46,11/17/2012,1,1,0,0,7.1,24791703,-,305717,0.0030975,0.0012825,0.26244,0.20102550000000002,0.1679,5.0,,0.11142857142857143,0.0,39.357142857142854,49.57142857142857,29.142857142857142,0.0
106,ALBANY,36001,"(42.5882713, -73.9740136)",2012,47,11/24/2012,0,0,0,0,7.1,24791703,-,305717,0.001593,0.001026,0.270459,0.179816,0.21272199999999997,7.0,,0.004,0.0,37.142857142857146,47.857142857142854,26.428571428571427,0.0
107,ALBANY,36001,"(42.5882713, -73.9740136)",2012,48,12/01/2012,5,5,0,0,7.1,24791703,-,305717,0.004956,0.004788000000000001,0.2106,0.200772,0.22301500000000002,24.0,,0.07,0.35,33.214285714285715,40.57142857142857,25.857142857142858,0.0
108,ALBANY,36001,"(42.5882713, -73.9740136)",2012,49,12/08/2012,7,7,0,0,7.1,24791703,-,305717,0.009204,0.00513,0.22963499999999998,0.1756755,0.146073,52.0,,0.092,0.0,37.285714285714285,46.42857142857143,28.142857142857142,0.0
109,ALBANY,36001,"(42.5882713, -73.9740136)",2012,50,12/15/2012,24,24,0,0,7.1,24791703,-,305717,0.0103545,0.008892,0.378432,0.2978625,0.253967,87.0,,0.075,0.0,33.857142857142854,42.285714285714285,25.428571428571427,0.0
110,ALBANY,36001,"(42.5882713, -73.9740136)",2012,51,12/22/2012,52,52,0,0,7.1,24791703,-,305717,0.016107,0.0192375,0.37754099999999996,0.397488,0.357627,49.0,,0.405,0.0,36.57142857142857,41.57142857142857,31.571428571428573,0.0
111,ALBANY,36001,"(42.5882713, -73.9740136)",2012,52,12/29/2012,87,86,1,0,7.1,24791703,-,305717,0.024072,0.026163,0.59778,0.78585,0.50078,65.0,,0.252,2.1,27.9375,32.875,23.0,3.375
112,ALBANY,36001,"(42.5882713, -73.9740136)",2013,1,01/05/2013,49,49,0,0,6.1,25479702,2.8,306613,0.029736000000000002,0.029497500000000003,0.48762,0.5217875,0.3066,70.0,,0.02,0.4,21.0625,31.5,10.625,4.125
113,ALBANY,36001,"(42.5882713, -73.9740136)",2013,2,01/12/2013,65,65,0,0,6.1,25479702,2.8,306613,0.26019000000000003,0.1362015,0.504711,0.5408,0.44055500000000003,41.0,,0.04666666666666667,0.0,31.857142857142858,41.42857142857143,22.285714285714285,3.5714285714285716
114,ALBANY,36001,"(42.5882713, -73.9740136)",2013,3,01/19/2013,70,66,4,0,6.1,25479702,2.8,306613,0.22301999999999997,0.1551825,0.385236,0.37171550000000003,0.18220799999999998,16.0,,0.064,0.5333333333333333,30.571428571428573,37.42857142857143,23.714285714285715,1.2857142857142858
115,ALBANY,36001,"(42.5882713, -73.9740136)",2013,4,01/26/2013,41,38,3,0,6.1,25479702,2.8,306613,0.038232,0.049589999999999995,0.392931,0.2157285,0.16863,12.0,,0.025,0.21999999999999997,12.071428571428571,19.428571428571427,4.714285714285714,0.14285714285714285
116,ALBANY,36001,"(42.5882713, -73.9740136)",2013,5,02/02/2013,16,14,2,0,6.1,25479702,2.8,306613,0.015045,0.02394,0.37908000000000003,0.23998000000000003,0.14921199999999998,14.0,,0.225,0.5333333333333333,29.0,37.57142857142857,20.428571428571427,0.2857142857142857
117,ALBANY,36001,"(42.5882713, -73.9740136)",2013,6,02/09/2013,12,7,5,0,6.1,25479702,2.8,306613,0.008496,0.008977500000000001,0.35081100000000004,0.384982,0.21637199999999998,13.0,,0.15000000000000002,1.3599999999999999,19.714285714285715,28.714285714285715,10.714285714285714,1.5714285714285714
118,ALBANY,36001,"(42.5882713, -73.9740136)",2013,7,02/16/2013,14,3,11,0,6.1,25479702,2.8,306613,0.006195,0.0034200000000000003,0.241542,0.24166999999999997,0.34339200000000003,11.0,,0.0125,0.1,30.571428571428573,37.42857142857143,23.714285714285715,1.1428571428571428
119,ALBANY,36001,"(42.5882713, -73.9740136)",2013,8,02/23/2013,13,3,9,1,6.1,25479702,2.8,306613,0.0039825,0.009405,0.33355799999999997,0.3566745,0.286306,10.0,,0.035,0.15,27.857142857142858,34.285714285714285,21.428571428571427,0.0
120,ALBANY,36001,"(42.5882713, -73.9740136)",2013,9,03/02/2013,11,1,10,0,6.1,25479702,2.8,306613,0.005664,0.009234000000000001,0.28576799999999997,0.1719575,0.26645,7.0,,0.13428571428571429,0.642857142857143,33.642857142857146,40.142857142857146,27.142857142857142,0.5714285714285714
121,ALBANY,36001,"(42.5882713, -73.9740136)",2013,10,03/09/2013,10,0,10,0,6.1,25479702,2.8,306613,0.0030975,0.0041895000000000005,0.3159,0.296595,0.17782799999999999,12.0,,0.1725,1.98,33.92857142857143,42.285714285714285,25.571428571428573,2.142857142857143
122,ALBANY,36001,"(42.5882713, -73.9740136)",2013,11,03/16/2013,7,2,5,0,6.1,25479702,2.8,306613,0.002478,0.002052,0.362313,0.1863225,0.4964,10.0,,0.20500000000000002,0.1,33.714285714285715,41.285714285714285,26.142857142857142,0.0
123,ALBANY,36001,"(42.5882713, -73.9740136)",2013,12,03/23/2013,12,1,11,0,6.1,25479702,2.8,306613,0.002124,0.0029925,0.29192399999999996,0.1650285,0.22484,5.0,,0.1875,2.075,28.571428571428573,36.57142857142857,20.571428571428573,3.4285714285714284
124,ALBANY,36001,"(42.5882713, -73.9740136)",2013,13,03/30/2013,10,0,10,0,6.1,25479702,2.8,306613,0.002124,0.003078,0.269568,0.150579,0.311272,3.0,,0.0425,0.0,40.142857142857146,50.42857142857143,29.857142857142858,0.2857142857142857
125,ALBANY,36001,"(42.5882713, -73.9740136)",2013,14,04/06/2013,5,0,4,1,6.1,25479702,2.8,306613,0.0030975,0.003078,0.276777,0.26490749999999996,0.152424,3.0,,0.013999999999999999,0.6,38.357142857142854,48.857142857142854,27.857142857142858,0.0
126,ALBANY,36001,"(42.5882713, -73.9740136)",2013,15,04/13/2013,3,0,3,0,6.1,25479702,2.8,306613,0.001593,0.000684,0.26244,0.1390025,0.17374,1.0,,0.22666666666666666,0.0,44.92857142857143,52.0,37.857142857142854,0.0
127,ALBANY,36001,"(42.5882713, -73.9740136)",2013,16,04/20/2013,3,0,3,0,6.1,25479702,2.8,306613,0.001593,0.0021375,0.24056999999999998,0.1440725,0.05621,1.0,,0.13714285714285715,0.0,48.857142857142854,61.0,36.714285714285715,0.0
128,ALBANY,36001,"(42.5882713, -73.9740136)",2013,17,04/27/2013,1,0,1,0,6.1,25479702,2.8,306613,0.0013275000000000001,0.001539,0.279936,0.18809700000000001,0.24243299999999998,0.0,,0.01,0.0,48.07142857142857,63.0,33.142857142857146,0.0
129,ALBANY,36001,"(42.5882713, -73.9740136)",2013,18,05/04/2013,1,1,0,0,6.1,25479702,2.8,306613,0.001062,0.0,0.30480300000000005,0.1477905,0.288204,1.0,,0.005,0.0,60.0,73.14285714285714,46.857142857142854,0.0
130,ALBANY,36001,"(42.5882713, -73.9740136)",2013,19,05/11/2013,0,0,0,0,6.1,25479702,2.8,306613,0.000531,0.0008550000000000001,0.314766,0.095823,0.335946,0.0,,0.174,0.0,60.42857142857143,72.0,48.857142857142854,0.0
131,ALBANY,36001,"(42.5882713, -73.9740136)",2013,20,05/18/2013,1,0,1,0,6.1,25479702,2.8,306613,0.000531,0.0,0.276696,0.1388335,0.282583,0.0,,0.024285714285714282,0.0,52.5,64.85714285714286,40.142857142857146,0.0
132,ALBANY,36001,"(42.5882713, -73.9740136)",2013,40,10/05/2013,0,0,0,0,6.1,25479702,2.8,306613,0.007788,0.0021375,0.229392,0.1863225,0.11723800000000001,0.0,0.379,0.12857142857142856,0.0,60.142857142857146,69.85714285714286,50.42857142857143,0.0
133,ALBANY,36001,"(42.5882713, -73.9740136)",2013,41,10/12/2013,0,0,0,0,6.1,25479702,2.8,306613,0.0087615,0.002052,0.15309,0.19604000000000002,0.11650799999999999,0.0,0.379,0.13428571428571429,0.0,56.285714285714285,68.14285714285714,44.42857142857143,0.0
134,ALBANY,36001,"(42.5882713, -73.9740136)",2013,42,10/19/2013,0,0,0,0,6.1,25479702,2.8,306613,0.006814499999999999,0.000513,0.18711,0.1107795,0.154176,0.0,0.379,0.0375,0.0,57.0,65.71428571428571,48.285714285714285,0.0
135,ALBANY,36001,"(42.5882713, -73.9740136)",2013,43,10/26/2013,0,0,0,0,6.1,25479702,2.8,306613,0.009734999999999999,0.002565,0.206064,0.11204700000000001,0.151767,0.0,0.379,0.0033333333333333335,0.0,43.857142857142854,54.0,33.714285714285715,0.0
